dataset,seed,proposed,baseline,metric,diff_mean,ci_low,ci_high
xjtu,4,full,tcn,f2,-0.1088593387215606,-0.1594773479402031,-0.0715852471800773
xjtu,4,full,tcn,auc_roc,0.0185214443260379,-0.2362327909887358,0.344092712141246
xjtu,4,full,tcn,auc_pr,-0.2355803444272505,-0.5191403564737966,0.2261543044585703
xjtu,4,full,timesnet,f2,-0.0943303934366147,-0.1955415422059963,-0.0308642833508046
xjtu,4,full,timesnet,auc_roc,0.0734736800278605,-0.2925531914893617,0.2548417204635607
xjtu,4,full,timesnet,auc_pr,0.0324527267060488,-0.301178281918452,0.3295184712930337
xjtu,4,proposed_lite,lstm,f2,-0.0739078100270792,-0.1134467801134467,-0.0308221177233662
xjtu,4,proposed_lite,lstm,auc_roc,-0.0357080208472183,-0.2051606128956989,0.1262079831932774
xjtu,4,proposed_lite,lstm,auc_pr,0.0909667246304775,-0.1304867583337914,0.2395658808353089
xjtu,4,proposed_lite,tcn,f2,-0.1624349124134274,-0.2114536533073031,-0.0770745428973277
xjtu,4,proposed_lite,tcn,auc_roc,-0.1317387132261459,-0.3016270337922403,-0.0126621629700485
xjtu,4,proposed_lite,tcn,auc_pr,-0.1692631356497318,-0.3615084104486059,0.0194384317605059
xjtu,4,proposed_lite,timesnet,f2,-0.1479059671284815,-0.2469032240024606,-0.0813187014677705
xjtu,4,proposed_lite,timesnet,auc_roc,-0.0767864775243233,-0.3579474342928662,0.1631393298059964
xjtu,4,proposed_lite,timesnet,auc_pr,0.0987699354835675,-0.2580625293404829,0.5241174088803109
xjtu,5,full,lstm,f2,-0.0470693049613688,-0.1939338235294118,0.0245092880071566
xjtu,5,full,lstm,auc_roc,0.0223029391697972,-0.1814069588825777,0.2237920168067226
xjtu,5,full,lstm,auc_pr,0.2377534982699652,-0.0943348212884053,0.5221201742531817
xjtu,5,full,tcn,f2,-0.1797409449005687,-0.4005335365853658,-0.0941458353325017
xjtu,5,full,tcn,auc_roc,-0.2097795615010013,-0.4115984353231164,-0.0140754307420974
xjtu,5,full,tcn,auc_pr,-0.1503043607226968,-0.3167649880379819,0.0393158355724148
xjtu,5,full,timesnet,f2,-0.1278050679842141,-0.3100736927470822,-0.0048752132905814
xjtu,5,full,timesnet,auc_roc,-0.0706564122902845,-0.2990479762797843,0.1759937593270926
xjtu,5,full,timesnet,auc_pr,0.1468995566384406,-0.245966027323859,0.5347193277299849
xjtu,5,proposed_lite,lstm,f2,-0.058483452485281,-0.1828120255086547,0.0257221168037107
