dataset,seed,proposed,baseline,metric,diff_mean,ci_low,ci_high
xjtu,5,proposed_lite,lstm,auc_roc,0.0235218968654339,-0.1548244203908119,0.220407678741012
xjtu,5,proposed_lite,lstm,auc_pr,0.2199227368806541,-0.0873944370832039,0.5036246109583147
xjtu,5,proposed_lite,tcn,f2,-0.191155092424481,-0.3598313760915387,-0.0929330065359477
xjtu,5,proposed_lite,tcn,auc_roc,-0.2085606038053647,-0.3850158968313507,-0.0141093474426807
xjtu,5,proposed_lite,tcn,auc_pr,-0.1681351221120079,-0.3239716036300634,0.0233462538924561
xjtu,5,proposed_lite,timesnet,f2,-0.1392192155081264,-0.3504480159294553,-0.0036623844940274
xjtu,5,proposed_lite,timesnet,auc_roc,-0.0694374545946479,-0.2744055068836045,0.1759598426265093
xjtu,5,proposed_lite,timesnet,auc_pr,0.1290687952491295,-0.2901694212380056,0.5162237644351179
ur3,1,full,lstm,f2,0.001497892609213519,-0.029186756378116213,0.03813288300637687
ur3,1,full,lstm,auc_roc,-0.006861430044994928,-0.023188337770855477,0.010840091699841247
ur3,1,full,lstm,auc_pr,-0.001644607172375037,-0.032835376393526225,0.03448756954379761
ur3,1,full,tcn,f2,0.004720247201417857,-0.028583749078255418,0.03231383513414177
ur3,1,full,tcn,auc_roc,0.0032032106640483065,-0.035818646698092184,0.04042676337106848
ur3,1,full,tcn,auc_pr,0.07288301793783274,-0.01180283354535277,0.1608868547214491
ur3,1,full,timesnet,f2,0.011627443644853182,-0.049750407729359576,0.08452285527421133
ur3,1,full,timesnet,auc_roc,-0.015955252557762114,-0.06437165536286629,0.02847812842852118
ur3,1,full,timesnet,auc_pr,-0.027455277674115923,-0.08246428256819972,0.02310727239764106
ur3,1,proposed_lite,lstm,f2,-0.043397146951386786,-0.07130435605451382,-0.01727463832164755
ur3,1,proposed_lite,lstm,auc_roc,-0.030526266316642296,-0.06829162735480077,0.009874345773899914
ur3,1,proposed_lite,lstm,auc_pr,-0.007072075401237032,-0.05724064027617758,0.05776878943892525
ur3,1,proposed_lite,tcn,f2,-0.040174792359182455,-0.10044442186922499,0.010504652174719825
ur3,1,proposed_lite,tcn,auc_roc,-0.02046162560759907,-0.08263634129708747,0.03561421843996309
ur3,1,proposed_lite,tcn,auc_pr,0.06745554970897075,-0.020546160733458125,0.1578866259566561
ur3,1,proposed_lite,timesnet,f2,-0.033267595915747135,-0.08369774923859505,0.017481569517885272
ur3,1,proposed_lite,timesnet,auc_roc,-0.03962008882940949,-0.09006166879939498,0.003244211844098538
ur3,1,proposed_lite,timesnet,auc_pr,-0.03288274590297792,-0.10077896262309011,0.023857639075411115
ur3,2,full,lstm,f2,-0.05959358315015522,-0.10857095718033204,-0.015099295114454427
ur3,2,full,lstm,auc_roc,-0.0640331659674471,-0.10740800185129122,-0.023793006810200086
ur3,2,full,lstm,auc_pr,-0.09235294216383719,-0.14259794593499336,-0.05028973063176135
ur3,2,full,tcn,f2,-0.0181089425511052,-0.07066466509159432,0.03140725786771892
ur3,2,full,tcn,auc_roc,-0.019758455991295578,-0.08433456050540682,0.038860489344989986
ur3,2,full,tcn,auc_pr,-0.0221999242613787,-0.11473331688824369,0.061738402419921956
ur3,2,full,timesnet,f2,-0.052106509722554165,-0.12747977688566,0.026350559881479718
ur3,2,full,timesnet,auc_roc,-0.06990871222903337,-0.1279072058114874,-0.01600518706439001
ur3,2,full,timesnet,auc_pr,-0.08793715360010931,-0.17147834110737162,-0.018322472129518846
ur3,2,proposed_lite,lstm,f2,-0.03778246942614321,-0.08279616219313013,0.007466251678273726
ur3,2,proposed_lite,lstm,auc_roc,-0.023704542490017286,-0.06723207158875462,0.01987413763496565
ur3,2,proposed_lite,lstm,auc_pr,-0.017868876491995343,-0.061432376148263156,0.0286437850070657
ur3,2,proposed_lite,tcn,f2,0.0037021711729068097,-0.05878290401217393,0.05534329494487618
ur3,2,proposed_lite,tcn,auc_roc,0.02057016748613423,-0.05046423333784933,0.08779651420527063
ur3,2,proposed_lite,tcn,auc_pr,0.05228414141046315,-0.034428270988951896,0.1433032350087089
ur3,2,proposed_lite,timesnet,f2,-0.03029539599854216,-0.08030408988159451,0.020315138001824544
ur3,2,proposed_lite,timesnet,auc_roc,-0.029580088751603558,-0.06697795270858764,0.006989701621485906
ur3,2,proposed_lite,timesnet,auc_pr,-0.01345308792826745,-0.06758702896430216,0.03900741083999705
ur3,3,full,lstm,f2,0.012723032917357305,-0.02283556964445846,0.04464231682515507
ur3,3,full,lstm,auc_roc,0.03163702403600431,0.003430915450569125,0.059574665050856554
ur3,3,full,lstm,auc_pr,0.060304810495829655,0.019556110030783832,0.11153190458172636
ur3,3,full,tcn,f2,0.0020760005878844366,-0.029539471059332613,0.03225371664154865
ur3,3,full,tcn,auc_roc,-0.012058969357867098,-0.048142664448039635,0.02123838328041194
ur3,3,full,tcn,auc_pr,0.019196573570111633,-0.035418448948481694,0.08186210509210436
ur3,3,full,timesnet,f2,0.011346257159028504,-0.039940909665674755,0.06216986314141185
ur3,3,full,timesnet,auc_roc,0.015501746048563188,-0.028427960711583145,0.05642523487390121
ur3,3,full,timesnet,auc_pr,0.023101342215899802,-0.03583984415003315,0.08102493778321765
ur3,3,proposed_lite,lstm,f2,-0.03395543315821908,-0.08269848593877316,0.010901369449860128
ur3,3,proposed_lite,lstm,auc_roc,0.0017025990304130672,-0.036900986690192664,0.038974477462431295
ur3,3,proposed_lite,lstm,auc_pr,0.046174209111421456,0.003223463389178044,0.09515178884895228
ur3,3,proposed_lite,tcn,f2,-0.04460246548769196,-0.12361589405379012,0.03072534666177439
ur3,3,proposed_lite,tcn,auc_roc,-0.04199339436345834,-0.09569308642501893,0.00699706761985191
ur3,3,proposed_lite,tcn,auc_pr,0.005065972185703438,-0.057004867483990744,0.07304583849499344
ur3,3,proposed_lite,timesnet,f2,-0.03533220891654789,-0.10191239077034805,0.030015207025342487
ur3,3,proposed_lite,timesnet,auc_roc,-0.014432678957028053,-0.0600390078332644,0.03202311945914346
ur3,3,proposed_lite,timesnet,auc_pr,0.008970740831491606,-0.05011207251839011,0.06913209881110965
ur3,4,full,lstm,f2,-0.040501802906852055,-0.09732480812450166,0.01244835389966977
ur3,4,full,lstm,auc_roc,-0.07293338928521768,-0.11057287970505021,-0.036483584413189975
ur3,4,full,lstm,auc_pr,-0.1108277655123434,-0.1683105797831752,-0.06319041513871552
ur3,4,full,tcn,f2,0.007603719600024043,-0.008333161977182577,0.02578114723547677
ur3,4,full,tcn,auc_roc,-0.002980011619184943,-0.040218901496054435,0.029396513098343218
ur3,4,full,tcn,auc_pr,0.03709139668805252,-0.010414024152614922,0.0829411589120019
ur3,4,full,timesnet,f2,-0.021156690283220446,-0.04543043155155776,0.006337841474867878
ur3,4,full,timesnet,auc_roc,-0.0670313204368334,-0.12388315251014158,-0.010223284741269387
ur3,4,full,timesnet,auc_pr,-0.08940448053680124,-0.17080079332325404,-0.016589940457211346
ur3,4,proposed_lite,lstm,f2,-0.08835265282239714,-0.15614327262713043,-0.022297596103066097
ur3,4,proposed_lite,lstm,auc_roc,-0.11889649064001492,-0.19572516457461162,-0.04973577090841536
ur3,4,proposed_lite,lstm,auc_pr,-0.16432717001045813,-0.26486548031657703,-0.08032187539192544
ur3,4,proposed_lite,tcn,f2,-0.040247130315521046,-0.0630310003283572,-0.01058657759872219
ur3,4,proposed_lite,tcn,auc_roc,-0.048943112973982156,-0.09992589905862577,-0.003924314188926505
ur3,4,proposed_lite,tcn,auc_pr,-0.016408007810062214,-0.08851409524565286,0.04246059587483364
ur3,4,proposed_lite,timesnet,f2,-0.06900754019876554,-0.09757930830051165,-0.04525836328420374
ur3,4,proposed_lite,timesnet,auc_roc,-0.11299442179163062,-0.1986617632096818,-0.028441304366036393
ur3,4,proposed_lite,timesnet,auc_pr,-0.142903885034916,-0.2532319765423704,-0.047968093792152666
ur3,5,full,lstm,f2,-0.04184262556811464,-0.08310602931292628,-0.0029593267587689643
ur3,5,full,lstm,auc_roc,-0.026428066943352112,-0.05813429908982116,0.0008989663849252017
ur3,5,full,lstm,auc_pr,-0.020181205659317407,-0.05693102417379367,0.01356824765955691
ur3,5,full,tcn,f2,-0.05990190325470144,-0.11727543004745211,-0.0010001889400351267
ur3,5,full,tcn,auc_roc,-0.002745840915949748,-0.043570329705843264,0.03801987885109788
ur3,5,full,tcn,auc_pr,0.05835825468114588,-0.01811181087669612,0.15097070440889143
ur3,5,full,timesnet,f2,-0.048649616928547156,-0.11319970599795064,0.022380882785415293
ur3,5,full,timesnet,auc_roc,-0.0344305785278104,-0.08108527744502303,0.008721051290983326
ur3,5,full,timesnet,auc_pr,-0.025775984538237602,-0.08916616732430062,0.032496786631364974
ur3,5,proposed_lite,lstm,f2,0.016067571213667836,-0.032403631337499454,0.07030621069924997
ur3,5,proposed_lite,lstm,auc_roc,-0.0005503163568625406,-0.03137557074979521,0.028986930171277913
ur3,5,proposed_lite,lstm,auc_pr,0.00167379176508341,-0.03680965731309913,0.04896422850063559
ur3,5,proposed_lite,tcn,f2,-0.001991706472918969,-0.040046553773231394,0.04085644997229657
ur3,5,proposed_lite,tcn,auc_roc,0.02313190967053982,-0.010603920181548106,0.057033625591193175
ur3,5,proposed_lite,tcn,auc_pr,0.0802132521055467,0.014164361368513456,0.15522342272824602
ur3,5,proposed_lite,timesnet,f2,0.009260579853235326,-0.03811908456798334,0.05653777006718399
ur3,5,proposed_lite,timesnet,auc_roc,-0.008552827941320834,-0.04375955849236513,0.02195173768448935
ur3,5,proposed_lite,timesnet,auc_pr,-0.003920987113836791,-0.06156328091308347,0.046201002667053404
