dataset,miss_cost,fp_cost,explain_cost,best_models,best_cost
xjtu,10,2.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,10,2.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,10,2.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,10,2.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,10,2.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,10,2.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,10,5.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,10,5.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,10,5.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,10,5.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,10,5.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,10,5.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,0.5,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,50,0.5,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,0.5,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,0.5,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,0.5,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,0.5,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,1.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,50,1.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,1.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,1.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,1.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,1.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,2.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,50,2.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,2.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,2.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,2.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,2.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,5.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,50,5.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,5.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,5.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,5.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,50,5.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,0.5,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,100,0.5,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,0.5,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,0.5,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,0.5,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,0.5,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,1.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,100,1.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,1.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,1.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,1.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,1.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,2.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,100,2.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,2.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,2.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,2.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,2.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,5.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,100,5.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,5.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,5.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,5.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,100,5.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,0.5,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,500,0.5,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,0.5,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,0.5,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,0.5,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,0.5,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,1.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,500,1.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,1.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,1.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,1.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,1.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,2.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,500,2.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,2.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,2.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,2.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,2.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,5.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,500,5.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,5.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,5.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,5.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,500,5.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,0.5,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,1000,0.5,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,0.5,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,0.5,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,0.5,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,0.5,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,1.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,1000,1.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,1.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,1.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,1.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,1.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,2.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,1000,2.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,2.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,2.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,2.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,2.0,5.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,5.0,0.0,matched_tcn+full_mc+lite_mc+lite_no_attn_mc+lite_no_mc,0.0
xjtu,1000,5.0,0.25,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,5.0,0.5,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,5.0,1.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,5.0,2.0,matched_tcn+lite_no_attn_mc,0.0
xjtu,1000,5.0,5.0,matched_tcn+lite_no_attn_mc,0.0
