dataset,model_type,seed,method,fraction,k,drop_pos,drop_all_abs
cmapss_fd003,full,2,random,0.8,24,0.8566328287124634,0.02630128525197506
cmapss_fd003,full,2,high,0.9,27,0.860563337802887,0.026660839095711708
cmapss_fd003,full,2,low,0.9,27,0.9178904294967651,0.02772720716893673
cmapss_fd003,full,2,random,0.9,27,0.9051820039749146,0.027618974447250366
cmapss_fd003,full,2,high,1.0,30,0.9188369512557983,0.0280692707747221
cmapss_fd003,full,2,low,1.0,30,0.9188369512557983,0.0280692707747221
cmapss_fd003,full,2,random,1.0,30,0.9188369512557983,0.0280692707747221
cmapss_fd003,full,2,randomized_attn,0.1,3,0.35070595145225525,0.014330046251416206
cmapss_fd003,full,2,randomized_attn,0.2,6,0.47527825832366943,0.017684433609247208
cmapss_fd003,full,2,randomized_attn,0.3,9,0.5759322047233582,0.02062475122511387
cmapss_fd003,full,2,randomized_attn,0.4,12,0.5895252823829651,0.0222689900547266
cmapss_fd003,full,2,randomized_attn,0.5,15,0.5798240900039673,0.0240999273955822
cmapss_fd003,full,2,randomized_attn,0.6,18,0.5797050595283508,0.02416449412703514
cmapss_fd003,full,2,randomized_attn,0.7,21,0.5588507056236267,0.02215142361819744
cmapss_fd003,full,2,randomized_attn,0.8,24,0.637898862361908,0.020537376403808594
cmapss_fd003,full,2,randomized_attn,0.9,27,0.911608099937439,0.02778438851237297
cmapss_fd003,full,2,randomized_attn,1.0,30,0.9188369512557983,0.0280692707747221
cmapss_fd003,full,3,high,0.1,3,0.0837763249874115,0.011274192482233047
cmapss_fd003,full,3,low,0.1,3,-0.012274138629436493,0.02363705448806286
cmapss_fd003,full,3,random,0.1,3,0.12366259098052979,0.011729712598025799
cmapss_fd003,full,3,high,0.2,6,0.3721245527267456,0.025510763749480247
cmapss_fd003,full,3,low,0.2,6,-0.002927909605205059,0.043483659625053406
cmapss_fd003,full,3,random,0.2,6,0.25908008217811584,0.017240455374121666
cmapss_fd003,full,3,high,0.3,9,0.5505114793777466,0.030734049156308174
cmapss_fd003,full,3,low,0.3,9,0.0009450068464502692,0.050369761884212494
cmapss_fd003,full,3,random,0.3,9,0.2897131145000458,0.01735795848071575
cmapss_fd003,full,3,high,0.4,12,0.3770647346973419,0.027514703571796417
cmapss_fd003,full,3,low,0.4,12,0.011761262081563473,0.049170441925525665
cmapss_fd003,full,3,random,0.4,12,0.4078661799430847,0.021578241139650345
cmapss_fd003,full,3,high,0.5,15,0.31284207105636597,0.024425461888313293
cmapss_fd003,full,3,low,0.5,15,0.03019210323691368,0.04034557193517685
cmapss_fd003,full,3,random,0.5,15,0.5291702151298523,0.02344329096376896
cmapss_fd003,full,3,high,0.6,18,0.32047566771507263,0.022269388660788536
cmapss_fd003,full,3,low,0.6,18,0.046549756079912186,0.025231240317225456
cmapss_fd003,full,3,random,0.6,18,0.6521674394607544,0.026510197669267654
cmapss_fd003,full,3,high,0.7,21,0.3755391836166382,0.020875941962003708
cmapss_fd003,full,3,low,0.7,21,0.07349763810634613,0.012279911898076534
cmapss_fd003,full,3,random,0.7,21,0.7404378056526184,0.028029967099428177
cmapss_fd003,full,3,high,0.8,24,0.5474240183830261,0.022392934188246727
cmapss_fd003,full,3,low,0.8,24,0.21211452782154083,0.011800543405115604
cmapss_fd003,full,3,random,0.8,24,0.8321914672851562,0.030361581593751907
cmapss_fd003,full,3,high,0.9,27,0.920362651348114,0.03254066780209541
cmapss_fd003,full,3,low,0.9,27,0.9010156393051147,0.03228555619716644
cmapss_fd003,full,3,random,0.9,27,0.9253350496292114,0.03281230479478836
cmapss_fd003,full,3,high,1.0,30,0.9465543627738953,0.03348107263445854
cmapss_fd003,full,3,low,1.0,30,0.9465543627738953,0.03348107263445854
cmapss_fd003,full,3,random,1.0,30,0.9465543627738953,0.03348107263445854
cmapss_fd003,full,3,randomized_attn,0.1,3,0.07044508308172226,0.022948743775486946
cmapss_fd003,full,3,randomized_attn,0.2,6,0.16126325726509094,0.04339386895298958
cmapss_fd003,full,3,randomized_attn,0.3,9,0.15002772212028503,0.04506654292345047
cmapss_fd003,full,3,randomized_attn,0.4,12,0.14042049646377563,0.04233628883957863
cmapss_fd003,full,3,randomized_attn,0.5,15,0.15331223607063293,0.03826381266117096
cmapss_fd003,full,3,randomized_attn,0.6,18,0.19322064518928528,0.03334643319249153
cmapss_fd003,full,3,randomized_attn,0.7,21,0.29049932956695557,0.027642972767353058
cmapss_fd003,full,3,randomized_attn,0.8,24,0.5111539363861084,0.02598441392183304
cmapss_fd003,full,3,randomized_attn,0.9,27,0.782113790512085,0.02880997583270073
cmapss_fd003,full,3,randomized_attn,1.0,30,0.9465543627738953,0.03348107263445854
cmapss_fd003,full,4,high,0.1,3,0.2872120440006256,0.012066083960235119
cmapss_fd003,full,4,low,0.1,3,-0.04782424494624138,0.01890336535871029
cmapss_fd003,full,4,random,0.1,3,0.20811189711093903,0.012047301977872849
cmapss_fd003,full,4,high,0.2,6,0.5412836670875549,0.02283954992890358
cmapss_fd003,full,4,low,0.2,6,-0.043524887412786484,0.030482999980449677
cmapss_fd003,full,4,random,0.2,6,0.34090930223464966,0.015551820397377014
cmapss_fd003,full,4,high,0.3,9,0.698096752166748,0.03657509386539459
cmapss_fd003,full,4,low,0.3,9,-0.039560575038194656,0.034156233072280884
cmapss_fd003,full,4,random,0.3,9,0.4102025628089905,0.018275802955031395
cmapss_fd003,full,4,high,0.4,12,0.750129222869873,0.04415149241685867
cmapss_fd003,full,4,low,0.4,12,-0.032057423144578934,0.033619023859500885
cmapss_fd003,full,4,random,0.4,12,0.5989289283752441,0.022508932277560234
cmapss_fd003,full,4,high,0.5,15,0.765082836151123,0.046224985271692276
cmapss_fd003,full,4,low,0.5,15,-0.019603634253144264,0.03144250065088272
cmapss_fd003,full,4,random,0.5,15,0.6449680328369141,0.023583732545375824
cmapss_fd003,full,4,high,0.6,18,0.7938295602798462,0.04358644038438797
cmapss_fd003,full,4,low,0.6,18,-0.0028452069964259863,0.026189126074314117
cmapss_fd003,full,4,random,0.6,18,0.746067225933075,0.023450998589396477
cmapss_fd003,full,4,high,0.7,21,0.8331853151321411,0.037455927580595016
cmapss_fd003,full,4,low,0.7,21,0.03416133671998978,0.01975078694522381
cmapss_fd003,full,4,random,0.7,21,0.7846262454986572,0.02469877526164055
cmapss_fd003,full,4,high,0.8,24,0.8717603087425232,0.030286258086562157
cmapss_fd003,full,4,low,0.8,24,0.1723165065050125,0.012948116287589073
cmapss_fd003,full,4,random,0.8,24,0.8644000887870789,0.02619774080812931
cmapss_fd003,full,4,high,0.9,27,0.893181324005127,0.026711415499448776
cmapss_fd003,full,4,low,0.9,27,0.8564967513084412,0.02578895352780819
cmapss_fd003,full,4,random,0.9,27,0.9078972935676575,0.026982521638274193
cmapss_fd003,full,4,high,1.0,30,0.9183273911476135,0.027287498116493225
cmapss_fd003,full,4,low,1.0,30,0.9183273911476135,0.027287498116493225
cmapss_fd003,full,4,random,1.0,30,0.9183273911476135,0.027287498116493225
cmapss_fd003,full,4,randomized_attn,0.1,3,0.3252485990524292,0.012547419406473637
cmapss_fd003,full,4,randomized_attn,0.2,6,0.5704807639122009,0.021227283403277397
cmapss_fd003,full,4,randomized_attn,0.3,9,0.6676406860351562,0.02789832279086113
cmapss_fd003,full,4,randomized_attn,0.4,12,0.6495456695556641,0.029470261186361313
cmapss_fd003,full,4,randomized_attn,0.5,15,0.6365749835968018,0.029014134779572487
cmapss_fd003,full,4,randomized_attn,0.6,18,0.6323112845420837,0.026521028950810432
cmapss_fd003,full,4,randomized_attn,0.7,21,0.660111129283905,0.02459070086479187
cmapss_fd003,full,4,randomized_attn,0.8,24,0.7465010285377502,0.023319659754633904
cmapss_fd003,full,4,randomized_attn,0.9,27,0.9131594300270081,0.02705026976764202
cmapss_fd003,full,4,randomized_attn,1.0,30,0.9183273911476135,0.027287498116493225
cmapss_fd003,full,5,high,0.1,3,0.19596953690052032,0.009470569901168346
cmapss_fd003,full,5,low,0.1,3,-0.02352844923734665,0.015467382036149502
cmapss_fd003,full,5,random,0.1,3,0.16132144629955292,0.010299972258508205
cmapss_fd003,full,5,high,0.2,6,0.43418043851852417,0.019190602004528046
cmapss_fd003,full,5,low,0.2,6,-0.014779336750507355,0.024225788190960884
cmapss_fd003,full,5,random,0.2,6,0.3009049594402313,0.015026428736746311
cmapss_fd003,full,5,high,0.3,9,0.5123406648635864,0.02398444153368473
cmapss_fd003,full,5,low,0.3,9,0.003667460987344384,0.028122393414378166
cmapss_fd003,full,5,random,0.3,9,0.4283352196216583,0.01851971633732319
cmapss_fd003,full,5,high,0.4,12,0.5404118895530701,0.02654525265097618
cmapss_fd003,full,5,low,0.4,12,0.019195357337594032,0.029513198882341385
cmapss_fd003,full,5,random,0.4,12,0.5302776098251343,0.02039414830505848
cmapss_fd003,full,5,high,0.5,15,0.5752871036529541,0.02673797309398651
cmapss_fd003,full,5,low,0.5,15,0.05098748579621315,0.02871672622859478
cmapss_fd003,full,5,random,0.5,15,0.6796775460243225,0.02374146319925785
cmapss_fd003,full,5,high,0.6,18,0.6811413764953613,0.02675442583858967
cmapss_fd003,full,5,low,0.6,18,0.116024449467659,0.026064395904541016
cmapss_fd003,full,5,random,0.6,18,0.771186888217926,0.025740347802639008
cmapss_fd003,full,5,high,0.7,21,0.8593723773956299,0.029980793595314026
cmapss_fd003,full,5,low,0.7,21,0.1542295515537262,0.020885324105620384
cmapss_fd003,full,5,random,0.7,21,0.8344023823738098,0.02727530151605606
cmapss_fd003,full,5,high,0.8,24,0.9015675783157349,0.02841908298432827
cmapss_fd003,full,5,low,0.8,24,0.2912415564060211,0.01670447736978531
cmapss_fd003,full,5,random,0.8,24,0.8538559079170227,0.027412787079811096
cmapss_fd003,full,5,high,0.9,27,0.9051368832588196,0.028687499463558197
cmapss_fd003,full,5,low,0.9,27,0.8523334264755249,0.027561882510781288
cmapss_fd003,full,5,random,0.9,27,0.9010697603225708,0.02893793024122715
cmapss_fd003,full,5,high,1.0,30,0.9062908887863159,0.029435710981488228
cmapss_fd003,full,5,low,1.0,30,0.9062908887863159,0.029435710981488228
cmapss_fd003,full,5,random,1.0,30,0.9062908887863159,0.029435710981488228
cmapss_fd003,full,5,randomized_attn,0.1,3,0.13047455251216888,0.01604401133954525
cmapss_fd003,full,5,randomized_attn,0.2,6,0.22619308531284332,0.028447909280657768
cmapss_fd003,full,5,randomized_attn,0.3,9,0.2766658365726471,0.036597684025764465
cmapss_fd003,full,5,randomized_attn,0.4,12,0.32190683484077454,0.04337460547685623
cmapss_fd003,full,5,randomized_attn,0.5,15,0.39495664834976196,0.04604689031839371
cmapss_fd003,full,5,randomized_attn,0.6,18,0.5056877136230469,0.0451783612370491
cmapss_fd003,full,5,randomized_attn,0.7,21,0.6193240880966187,0.038441695272922516
cmapss_fd003,full,5,randomized_attn,0.8,24,0.7690344452857971,0.03182243928313255
cmapss_fd003,full,5,randomized_attn,0.9,27,0.9039989113807678,0.02905038371682167
cmapss_fd003,full,5,randomized_attn,1.0,30,0.9062908887863159,0.029435710981488228
cmapss_fd003,softmax,1,high,0.1,3,0.24622268974781036,0.011521021835505962
cmapss_fd003,softmax,1,low,0.1,3,-0.018485452979803085,0.01797177642583847
cmapss_fd003,softmax,1,random,0.1,3,0.18948540091514587,0.01264471746981144
cmapss_fd003,softmax,1,high,0.2,6,0.5922236442565918,0.02070392109453678
cmapss_fd003,softmax,1,low,0.2,6,-0.03177562728524208,0.03696776181459427
cmapss_fd003,softmax,1,random,0.2,6,0.2779633700847626,0.01602827198803425
cmapss_fd003,softmax,1,high,0.3,9,0.6970487236976624,0.023068994283676147
cmapss_fd003,softmax,1,low,0.3,9,-0.03803129866719246,0.0567455030977726
cmapss_fd003,softmax,1,random,0.3,9,0.42026758193969727,0.019723428413271904
cmapss_fd003,softmax,1,high,0.4,12,0.7135520577430725,0.023249762132763863
cmapss_fd003,softmax,1,low,0.4,12,-0.040014076977968216,0.06990720331668854
cmapss_fd003,softmax,1,random,0.4,12,0.5580958127975464,0.02250419557094574
cmapss_fd003,softmax,1,high,0.5,15,0.6398733854293823,0.021420080214738846
cmapss_fd003,softmax,1,low,0.5,15,-0.04011700674891472,0.076584592461586
cmapss_fd003,softmax,1,random,0.5,15,0.6717182993888855,0.02426036074757576
cmapss_fd003,softmax,1,high,0.6,18,0.6319400668144226,0.020487094298005104
cmapss_fd003,softmax,1,low,0.6,18,-0.037962064146995544,0.07495725154876709
cmapss_fd003,softmax,1,random,0.6,18,0.7308717966079712,0.024058066308498383
cmapss_fd003,softmax,1,high,0.7,21,0.7275204062461853,0.022795487195253372
cmapss_fd003,softmax,1,low,0.7,21,-0.017002467066049576,0.058230891823768616
cmapss_fd003,softmax,1,random,0.7,21,0.8505774736404419,0.026864811778068542
cmapss_fd003,softmax,1,high,0.8,24,0.880608081817627,0.027309538796544075
cmapss_fd003,softmax,1,low,0.8,24,0.08209007978439331,0.02493528090417385
cmapss_fd003,softmax,1,random,0.8,24,0.8873502612113953,0.027747096493840218
cmapss_fd003,softmax,1,high,0.9,27,0.9483333230018616,0.029095012694597244
cmapss_fd003,softmax,1,low,0.9,27,0.9341543912887573,0.028778141364455223
cmapss_fd003,softmax,1,random,0.9,27,0.9341298341751099,0.02879660204052925
cmapss_fd003,softmax,1,high,1.0,30,0.950527548789978,0.02921242080628872
cmapss_fd003,softmax,1,low,1.0,30,0.950527548789978,0.02921242080628872
cmapss_fd003,softmax,1,random,1.0,30,0.950527548789978,0.02921242080628872
