dataset,model,mc_samples,uncertainty,f2,auc_roc,auc_pr,brier,ece,error_auc,error_spearman,aurc50,risk_full,risk_c60,risk_c80
xjtu,proposed_lite,20,pseudo_abs,0.5577689243027888,0.6615202546453738,0.40502430327538985,0.23928121516453033,0.23731184046715498,0.2860771579967784,-0.3431101853838931,0.32382898901457896,0.31125,0.31208499335989376,0.30719794344473006
xjtu,proposed_lite,20,entropy,0.5577689243027888,0.6615202546453738,0.40502430327538985,0.23928121516453033,0.23731184046715498,0.2860771579967784,-0.3431101853838931,0.32382898901457896,0.31125,0.31208499335989376,0.30719794344473006
xjtu,proposed_lite,50,MC,0.5544455544455544,0.669133317009912,0.4337701261318381,0.2388014971056387,0.23751443296670915,0.36262564282374943,-0.22009087034063213,0.36638772357703253,0.31,0.4067796610169492,0.3528399311531842
xjtu,proposed_lite,50,pseudo_abs,0.5544455544455544,0.669133317009912,0.4337701261318381,0.2388014971056387,0.23751443296670915,0.2881822697522206,-0.33935844769048756,0.3226424586571763,0.31,0.30993377483443707,0.306803594351733
xjtu,proposed_lite,50,entropy,0.5544455544455544,0.669133317009912,0.4337701261318381,0.2388014971056387,0.23751443296670915,0.2881822697522206,-0.33935844769048756,0.3226424586571763,0.31,0.30993377483443707,0.306803594351733
ur3,full,5,MC,0.7431052093973443,0.8439424660765166,0.7611565825555114,0.17319011176904706,0.16331081962913063,0.6319420045848103,0.2172510038648095,0.3019285233939663,0.3448581560283688,0.2719594594594595,0.30884041331802525
ur3,full,5,pseudo_abs,0.7431052093973443,0.8439424660765166,0.7611565825555114,0.17319011176904706,0.16331081962913063,0.8532512844773908,0.5816509792369915,0.18346815613494827,0.3448581560283688,0.06614785992217899,0.2019704433497537
ur3,full,5,entropy,0.7431052093973443,0.8439424660765166,0.7611565825555114,0.17319011176904706,0.16331081962913063,0.8532512844773908,0.5816509792369915,0.18346815613494827,0.3448581560283688,0.06614785992217899,0.2019704433497537
ur3,full,10,MC,0.731009365244537,0.8449011111914209,0.7619372616988836,0.17280816718762404,0.16348283002086988,0.6182554196331871,0.19272170948293263,0.3015699066369549,0.33067375886524825,0.27741935483870966,0.3119369369369369
ur3,full,10,pseudo_abs,0.731009365244537,0.8449011111914209,0.7619372616988836,0.17280816718762404,0.16348283002086988,0.842448023010138,0.5580900106589536,0.1789003417224529,0.33067375886524825,0.061895551257253385,0.20198265179677818
