model,family,seed,n,pos,neg,accuracy,precision,recall,f1,f2,auc_roc,auc_pr,brier,ece,threshold,dataset
gradient_boosting,machine learning,5,13696,291,13405,0.9894129672897196,0.7005494505494505,0.8762886597938144,0.7786259541984732,0.8344240837696335,0.9970993538596026,0.901266176702836,0.006653921487676,0.0076901176841661,0.41,cmapss_fd003
random_forest,machine learning,6,13696,291,13405,0.9890478971962616,0.7117117117117117,0.8144329896907216,0.7596153846153846,0.7915831663326653,0.9954545862381452,0.8593055003118579,0.007374537435825,0.0072716388953969,0.39,cmapss_fd003
gradient_boosting,machine learning,6,13696,291,13405,0.986857476635514,0.6258503401360545,0.9484536082474226,0.7540983606557377,0.8598130841121495,0.9976248796738152,0.911302558284168,0.006056125597796,0.0045557414038092,0.18,cmapss_fd003
random_forest,machine learning,7,13696,291,13405,0.9875146028037384,0.6630434782608695,0.8384879725085911,0.7405159332321699,0.7963446475195822,0.9955276471440234,0.8604317812956409,0.0073784958812353,0.007030836172886,0.34,cmapss_fd003
gradient_boosting,machine learning,7,13696,291,13405,0.9887558411214952,0.6683046683046683,0.9347079037800688,0.7793696275071633,0.8656906429026098,0.9976300067549292,0.9119087785379464,0.0058706101753575,0.0043708351944596,0.26,cmapss_fd003
random_forest,machine learning,8,13696,291,13405,0.9880987149532712,0.6818181818181818,0.8247422680412371,0.7465007776049767,0.7915567282321899,0.9957001734235188,0.8621038658121727,0.0073278595587885,0.0068418951599977,0.37,cmapss_fd003
gradient_boosting,machine learning,8,13696,291,13405,0.9864193925233644,0.6190476190476191,0.9381443298969072,0.7459016393442623,0.8504672897196262,0.9974444064185928,0.9067146134901748,0.0064000142671881,0.0059076757396052,0.23,cmapss_fd003
random_forest,machine learning,9,13696,291,13405,0.9884637850467288,0.69164265129683,0.8247422680412371,0.7523510971786834,0.7941760423560555,0.995418183962234,0.8585640360077826,0.0074468894580268,0.0065499625749914,0.39,cmapss_fd003
gradient_boosting,machine learning,9,13696,291,13405,0.984375,0.5838779956427015,0.9209621993127148,0.7146666666666667,0.8256315465187923,0.9973633985369874,0.909042082999416,0.0063279502861803,0.0061363368360154,0.19,cmapss_fd003
random_forest,machine learning,10,13696,291,13405,0.9880257009345794,0.6778711484593838,0.8316151202749141,0.7469135802469136,0.7955292570677186,0.995495090178948,0.8622421261254247,0.0073252464273902,0.00717243463132,0.36,cmapss_fd003
gradient_boosting,machine learning,10,13696,291,13405,0.9888288551401868,0.6707920792079208,0.9312714776632304,0.7798561151079136,0.8641581632653061,0.9978796956051944,0.9195169450548268,0.0056121589558309,0.0035981471171711,0.24,cmapss_fd003
random_forest,machine learning,1,800,177,623,0.68875,0.2721518987341772,0.2429378531073446,0.2567164179104477,0.2482678983833718,0.5615801071904671,0.2584245131704239,0.2241683135237559,0.1965302539674359,0.55,xjtu
gradient_boosting,machine learning,1,800,177,623,0.77875,0.5,0.6892655367231638,0.5795724465558195,0.6407563025210085,0.6681085688893724,0.3987728214896656,0.2411499402132028,0.2369205235130739,0.93,xjtu
random_forest,machine learning,2,800,177,623,0.67875,0.2333333333333333,0.1977401129943503,0.2140672782874617,0.2039627039627039,0.5387454543805715,0.2497631950457593,0.2307060127214179,0.222184492163163,0.5800000000000001,xjtu
gradient_boosting,machine learning,2,800,177,623,0.77875,0.5,0.6892655367231638,0.5795724465558195,0.6407563025210085,0.6681085688893724,0.3987728214896656,0.2411499402132028,0.2369205235130739,0.93,xjtu
random_forest,machine learning,3,800,177,623,0.7,0.3179190751445087,0.3107344632768362,0.3142857142857143,0.3121452894438138,0.5561072267413917,0.2602142254574163,0.2211374986872845,0.2007460336632195,0.53,xjtu
gradient_boosting,machine learning,3,800,177,623,0.77875,0.5,0.6892655367231638,0.5795724465558195,0.6407563025210085,0.6681085688893724,0.3987728214896656,0.2411499402132028,0.2369205235130739,0.93,xjtu
random_forest,machine learning,4,800,177,623,0.6875,0.2760736196319018,0.2542372881355932,0.2647058823529412,0.2583237657864523,0.5466849851728923,0.2503844161772346,0.2273155423314475,0.1945877202998121,0.5700000000000001,xjtu
gradient_boosting,machine learning,4,800,177,623,0.77875,0.5,0.6892655367231638,0.5795724465558195,0.6407563025210085,0.6681085688893724,0.3987728214896656,0.2411499402132028,0.2369205235130739,0.93,xjtu
random_forest,machine learning,5,800,177,623,0.6975,0.3053892215568862,0.288135593220339,0.2965116279069767,0.2914285714285714,0.5377479119623473,0.2465867653492617,0.2292452424063349,0.1977190164341351,0.54,xjtu
gradient_boosting,machine learning,5,800,177,623,0.77875,0.5,0.6892655367231638,0.5795724465558195,0.6407563025210085,0.6681085688893724,0.3987728214896656,0.2411499402132028,0.2369205235130739,0.93,xjtu
random_forest,machine learning,6,800,177,623,0.6875,0.3027027027027027,0.3163841807909605,0.3093922651933701,0.3135498320268757,0.5473061820424228,0.2510797686576635,0.2259887896625727,0.1970194923868003,0.48,xjtu
gradient_boosting,machine learning,6,800,177,623,0.77875,0.5,0.6892655367231638,0.5795724465558195,0.6407563025210085,0.6681085688893724,0.3987728214896656,0.2411499402132028,0.2369205235130739,0.93,xjtu
random_forest,machine learning,7,800,177,623,0.69,0.2899408284023668,0.2768361581920904,0.2832369942196532,0.2793614595210946,0.5240317037117648,0.2383982352831013,0.2373264637246734,0.2144308631972301,0.55,xjtu
gradient_boosting,machine learning,7,800,177,623,0.77875,0.5,0.6892655367231638,0.5795724465558195,0.6407563025210085,0.6681085688893724,0.3987728214896656,0.2411499402132028,0.2369205235130739,0.93,xjtu
