dataset,model,uncertainty,replicate,seed,target_coverage,actual_coverage,risk,n_kept,n_test_windows
cmapss_fd003,full,mc_dropout,seed,2,0.75,0.8986565420560748,0.0005687357816054598,12308,13696
cmapss_fd003,full,mc_dropout,seed,2,0.8,0.920998831775701,0.0005549389567147614,12614,13696
cmapss_fd003,full,mc_dropout,seed,2,0.85,0.9415887850467289,0.0005428039702233251,12896,13696
cmapss_fd003,full,mc_dropout,seed,2,0.9,0.9645151869158879,0.0006056018168054504,13210,13696
cmapss_fd003,full,mc_dropout,seed,2,0.95,0.9837908878504673,0.0027460293899361733,13474,13696
cmapss_fd003,full,mc_dropout,seed,2,1.0,1.0,0.011755257009345795,13696,13696
cmapss_fd003,full,confidence,seed,2,0.5,0.7450350467289719,0.0005880047040376323,10204,13696
cmapss_fd003,full,confidence,seed,2,0.55,0.7810309579439252,0.0005609049266149387,10697,13696
cmapss_fd003,full,confidence,seed,2,0.6,0.821188668224299,0.0005334755934915977,11247,13696
cmapss_fd003,full,confidence,seed,2,0.65,0.8511244158878505,0.0005147121901003689,11657,13696
cmapss_fd003,full,confidence,seed,2,0.7,0.8757301401869159,0.0005002501250625312,11994,13696
cmapss_fd003,full,confidence,seed,2,0.75,0.8992406542056075,0.0005683663527119194,12316,13696
cmapss_fd003,full,confidence,seed,2,0.8,0.9242114485981309,0.0005530099541791753,12658,13696
cmapss_fd003,full,confidence,seed,2,0.85,0.943706191588785,0.0005415860735009671,12925,13696
cmapss_fd003,full,confidence,seed,2,0.9,0.9637850467289719,0.0006060606060606061,13200,13696
cmapss_fd003,full,confidence,seed,2,0.95,0.983498831775701,0.002524127691165553,13470,13696
cmapss_fd003,full,confidence,seed,2,1.0,1.0,0.011755257009345795,13696,13696
cmapss_fd003,full,mc_dropout,seed,3,0.5,0.7427716121495327,0.000491497100167109,10173,13696
cmapss_fd003,full,mc_dropout,seed,3,0.55,0.7762120327102804,0.0005643871695983444,10631,13696
cmapss_fd003,full,mc_dropout,seed,3,0.6,0.8097984813084113,0.0005409791723018664,11091,13696
cmapss_fd003,full,mc_dropout,seed,3,0.65,0.8387850467289719,0.0005222841225626741,11488,13696
cmapss_fd003,full,mc_dropout,seed,3,0.7,0.8670414719626168,0.0006736842105263158,11875,13696
cmapss_fd003,full,mc_dropout,seed,3,0.75,0.8944947429906542,0.0007346339074361277,12251,13696
cmapss_fd003,full,mc_dropout,seed,3,0.8,0.9216559579439252,0.0007922047056959518,12623,13696
cmapss_fd003,full,mc_dropout,seed,3,0.85,0.9464807242990654,0.0012342821877651777,12963,13696
cmapss_fd003,full,mc_dropout,seed,3,0.9,0.9678008177570093,0.002036967182195398,13255,13696
cmapss_fd003,full,mc_dropout,seed,3,0.95,0.9862003504672897,0.007477604205226919,13507,13696
cmapss_fd003,full,mc_dropout,seed,3,1.0,1.0,0.011098130841121495,13696,13696
cmapss_fd003,full,confidence,seed,3,0.5,0.7594918224299065,0.0005768121515093252,10402,13696
cmapss_fd003,full,confidence,seed,3,0.55,0.7955607476635514,0.0005506607929515419,10896,13696
cmapss_fd003,full,confidence,seed,3,0.6,0.829001168224299,0.0005284481240091598,11354,13696
cmapss_fd003,full,confidence,seed,3,0.65,0.8620035046728972,0.0005082161612739285,11806,13696
cmapss_fd003,full,confidence,seed,3,0.7,0.8839807242990654,0.0004955810688031717,12107,13696
cmapss_fd003,full,confidence,seed,3,0.75,0.9086594626168224,0.0004821213338690237,12445,13696
cmapss_fd003,full,confidence,seed,3,0.8,0.9323890186915887,0.000548159749412686,12770,13696
cmapss_fd003,full,confidence,seed,3,0.85,0.9513726635514018,0.000920951650038373,13030,13696
cmapss_fd003,full,confidence,seed,3,0.9,0.9685309579439252,0.0018846588767433095,13265,13696
cmapss_fd003,full,confidence,seed,3,0.95,0.9869304906542056,0.00754605311829548,13517,13696
cmapss_fd003,full,confidence,seed,3,1.0,1.0,0.011098130841121495,13696,13696
cmapss_fd003,full,mc_dropout,seed,4,0.5,0.7283878504672897,0.00010024057738572574,9976,13696
cmapss_fd003,full,mc_dropout,seed,4,0.55,0.7692026869158879,9.492168960607498e-05,10535,13696
cmapss_fd003,full,mc_dropout,seed,4,0.6,0.8114778037383178,0.00035990642432967427,11114,13696
cmapss_fd003,full,mc_dropout,seed,4,0.65,0.8493720794392523,0.00034384939396544313,11633,13696
cmapss_fd003,full,mc_dropout,seed,4,0.7,0.8857330607476636,0.000329733740004946,12131,13696
cmapss_fd003,full,mc_dropout,seed,4,0.75,0.9142085280373832,0.0003194633016532226,12521,13696
cmapss_fd003,full,mc_dropout,seed,4,0.8,0.9385952102803738,0.00038895371450797355,12855,13696
cmapss_fd003,full,mc_dropout,seed,4,0.85,0.9529059579439252,0.00045973488621561565,13051,13696
cmapss_fd003,full,mc_dropout,seed,4,0.9,0.9684579439252337,0.0009047044632086852,13264,13696
cmapss_fd003,full,mc_dropout,seed,4,0.95,0.9855432242990654,0.002889316935842347,13498,13696
cmapss_fd003,full,mc_dropout,seed,4,1.0,1.0,0.008250584112149533,13696,13696
cmapss_fd003,full,confidence,seed,4,0.5,0.740070093457944,0.0001973164956590371,10136,13696
cmapss_fd003,full,confidence,seed,4,0.55,0.7798627336448598,0.0002808725774740193,10681,13696
cmapss_fd003,full,confidence,seed,4,0.6,0.8208966121495327,0.0002668326958996709,11243,13696
cmapss_fd003,full,confidence,seed,4,0.65,0.852438668224299,0.00034261241970021415,11675,13696
cmapss_fd003,full,confidence,seed,4,0.7,0.8879964953271028,0.000328893274132544,12162,13696
cmapss_fd003,full,confidence,seed,4,0.75,0.9209258177570093,0.00031713311662570366,12613,13696
cmapss_fd003,full,confidence,seed,4,0.8,0.9401285046728972,0.0003883193538365952,12876,13696
cmapss_fd003,full,confidence,seed,4,0.85,0.9540741822429907,0.0003826432999158185,13067,13696
cmapss_fd003,full,confidence,seed,4,0.9,0.9699182242990654,0.0008280638361939175,13284,13696
cmapss_fd003,full,confidence,seed,4,0.95,0.9857622663551402,0.0029627435004814457,13501,13696
cmapss_fd003,full,confidence,seed,4,1.0,1.0,0.008250584112149533,13696,13696
cmapss_fd003,full,mc_dropout,seed,5,0.5,0.7254672897196262,0.0,9936,13696
cmapss_fd003,full,mc_dropout,seed,5,0.55,0.7627774532710281,9.572125969177755e-05,10447,13696
cmapss_fd003,full,mc_dropout,seed,5,0.6,0.7992844626168224,0.0002740476842970677,10947,13696
cmapss_fd003,full,mc_dropout,seed,5,0.65,0.8370327102803738,0.0003489183531053733,11464,13696
cmapss_fd003,full,mc_dropout,seed,5,0.7,0.8709842289719626,0.0003353172939894375,11929,13696
cmapss_fd003,full,mc_dropout,seed,5,0.75,0.9033294392523364,0.00032331070158422246,12372,13696
cmapss_fd003,full,mc_dropout,seed,5,0.8,0.9308557242990654,0.0003137500980469056,12749,13696
cmapss_fd003,full,mc_dropout,seed,5,0.85,0.9499853971962616,0.0003842902159711014,13011,13696
cmapss_fd003,full,mc_dropout,seed,5,0.9,0.967143691588785,0.0012079118224369622,13246,13696
cmapss_fd003,full,mc_dropout,seed,5,0.95,0.9828417056074766,0.0028972587474927567,13461,13696
cmapss_fd003,full,mc_dropout,seed,5,1.0,1.0,0.010441004672897197,13696,13696
cmapss_fd003,full,confidence,seed,5,0.5,0.710061331775701,0.0,9725,13696
cmapss_fd003,full,confidence,seed,5,0.55,0.7517523364485982,0.00019425019425019425,10296,13696
cmapss_fd003,full,confidence,seed,5,0.6,0.795998831775701,0.000275178866263071,10902,13696
cmapss_fd003,full,confidence,seed,5,0.65,0.8366676401869159,0.000261802949646566,11459,13696
cmapss_fd003,full,confidence,seed,5,0.7,0.8763142523364486,0.0003332777870354941,12002,13696
cmapss_fd003,full,confidence,seed,5,0.75,0.908367406542056,0.0003215175628968732,12441,13696
cmapss_fd003,full,confidence,seed,5,0.8,0.9322429906542056,0.0003132832080200501,12768,13696
cmapss_fd003,full,confidence,seed,5,0.85,0.951518691588785,0.000383670963781461,13032,13696
cmapss_fd003,full,confidence,seed,5,0.9,0.9678008177570093,0.001131648434552999,13255,13696
cmapss_fd003,full,confidence,seed,5,0.95,0.9829877336448598,0.0028225506944960263,13463,13696
cmapss_fd003,full,confidence,seed,5,1.0,1.0,0.010441004672897197,13696,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,0.5,0.7464223130841121,0.0,10223,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,0.55,0.7892085280373832,0.0,10809,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,0.6,0.8276139018691588,0.0,11335,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,0.65,0.8611273364485982,0.0,11794,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,0.7,0.8910630841121495,0.0,12204,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,0.75,0.9123831775700935,0.0,12496,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,0.8,0.9304176401869159,7.847445656438829e-05,12743,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,0.85,0.9450204439252337,7.726184037703778e-05,12943,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,0.9,0.961813668224299,0.0003036514081834055,13173,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,0.95,0.9826226635514018,0.0033437360677663844,13458,13696
cmapss_fd003,full,seed_ensemble,ensemble,0,1.0,1.0,0.009564836448598131,13696,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,0.5,0.704366238317757,0.0004146366746138696,9647,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,0.55,0.7532856308411215,0.0004846370068818455,10317,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,0.6,0.7997225467289719,0.0005477951246233908,10953,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,0.65,0.8379088785046729,0.0006971070059254096,11476,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,0.7,0.8720794392523364,0.000753516409912927,11944,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,0.75,0.9039135514018691,0.0008077544426494346,12380,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,0.8,0.9240654205607477,0.0012642225031605564,12656,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,0.85,0.9410046728971962,0.0022501551831160768,12888,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,0.9,0.9591851635514018,0.004567252797442339,13137,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,0.95,0.9780957943925234,0.007166318303971335,13396,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,1,1.0,1.0,0.013434579439252336,13696,13696
cmapss_fd003,proposed_lite,confidence,seed,1,0.5,0.710572429906542,0.00030826140567200987,9732,13696
cmapss_fd003,proposed_lite,confidence,seed,1,0.55,0.7548919392523364,0.0004836057645807138,10339,13696
cmapss_fd003,proposed_lite,confidence,seed,1,0.6,0.8045414719626168,0.0005445140212360468,11019,13696
cmapss_fd003,proposed_lite,confidence,seed,1,0.65,0.8505403037383178,0.0006009099493518757,11649,13696
cmapss_fd003,proposed_lite,confidence,seed,1,0.7,0.8808411214953271,0.0007460212201591511,12064,13696
cmapss_fd003,proposed_lite,confidence,seed,1,0.75,0.9077102803738317,0.0007239382239382239,12432,13696
cmapss_fd003,proposed_lite,confidence,seed,1,0.8,0.9253066588785047,0.0010258028880296695,12673,13696
cmapss_fd003,proposed_lite,confidence,seed,1,0.85,0.9424649532710281,0.0019367833901456461,12908,13696
cmapss_fd003,proposed_lite,confidence,seed,1,0.9,0.959331191588785,0.0037293553542887587,13139,13696
cmapss_fd003,proposed_lite,confidence,seed,1,0.95,0.9800671728971962,0.007077404455039857,13423,13696
cmapss_fd003,proposed_lite,confidence,seed,1,1.0,1.0,0.013434579439252336,13696,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,0.5,0.6874269859813084,0.00021242697822623473,9415,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,0.55,0.7338639018691588,0.00039797035120883495,10051,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,0.6,0.7748247663551402,0.0003769317753486619,10612,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,0.65,0.811258761682243,0.00036000360003600034,11111,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,0.7,0.8455023364485982,0.0005181347150259067,11580,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,0.75,0.8786507009345794,0.0006647831145088915,12034,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,0.8,0.906615070093458,0.0009664170089393573,12417,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,0.85,0.9351635514018691,0.0018738288569643974,12808,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,0.9,0.960572429906542,0.0031164487686226815,13156,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,0.95,0.9814544392523364,0.0057283142389525366,13442,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,2,1.0,1.0,0.011317172897196262,13696,13696
cmapss_fd003,proposed_lite,confidence,seed,2,0.5,0.7128358644859814,0.00010242753252074157,9763,13696
cmapss_fd003,proposed_lite,confidence,seed,2,0.55,0.7583966121495327,0.0002888225666698758,10387,13696
cmapss_fd003,proposed_lite,confidence,seed,2,0.6,0.8051255841121495,0.0002720594903418881,11027,13696
cmapss_fd003,proposed_lite,confidence,seed,2,0.65,0.841267523364486,0.00026037146328762367,11522,13696
cmapss_fd003,proposed_lite,confidence,seed,2,0.7,0.876606308411215,0.0004164584374479427,12006,13696
cmapss_fd003,proposed_lite,confidence,seed,2,0.75,0.9001168224299065,0.0004055807916937054,12328,13696
cmapss_fd003,proposed_lite,confidence,seed,2,0.8,0.9208528037383178,0.0005550269584522677,12612,13696
cmapss_fd003,proposed_lite,confidence,seed,2,0.85,0.9407856308411215,0.0010089251067132324,12885,13696
cmapss_fd003,proposed_lite,confidence,seed,2,0.9,0.9598422897196262,0.0022820629849383844,13146,13696
cmapss_fd003,proposed_lite,confidence,seed,2,0.95,0.9820385514018691,0.00587360594795539,13450,13696
cmapss_fd003,proposed_lite,confidence,seed,2,1.0,1.0,0.011317172897196262,13696,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,0.5,0.7567903037383178,0.0002894356005788712,10365,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,0.55,0.7975321261682243,0.0003661997619701547,10923,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,0.6,0.8386390186915887,0.0004353125544140693,11486,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,0.65,0.8734667056074766,0.00041795536236729916,11963,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,0.7,0.9047167056074766,0.000403518682915019,12391,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,0.75,0.932169976635514,0.00039163468316754133,12767,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,0.8,0.9520297897196262,0.00046015798757573434,13039,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,0.85,0.9620327102803738,0.0006071645415907711,13176,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,0.9,0.970356308411215,0.0009029345372460496,13290,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,0.95,0.984740070093458,0.0034848372506858455,13487,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,3,1.0,1.0,0.01022196261682243,13696,13696
cmapss_fd003,proposed_lite,confidence,seed,3,0.5,0.7578855140186916,0.00028901734104046245,10380,13696
cmapss_fd003,proposed_lite,confidence,seed,3,0.55,0.803446261682243,0.0003635041802980734,11004,13696
cmapss_fd003,proposed_lite,confidence,seed,3,0.6,0.8447721962616822,0.00034572169403630077,11570,13696
cmapss_fd003,proposed_lite,confidence,seed,3,0.65,0.8828125,0.0004135307253328922,12091,13696
cmapss_fd003,proposed_lite,confidence,seed,3,0.7,0.9088785046728972,0.00040167095115681235,12448,13696
cmapss_fd003,proposed_lite,confidence,seed,3,0.75,0.9299795560747663,0.0003925571170605323,12737,13696
cmapss_fd003,proposed_lite,confidence,seed,3,0.8,0.946553738317757,0.00038568343103980254,12964,13696
cmapss_fd003,proposed_lite,confidence,seed,3,0.85,0.958820093457944,0.00045689917758148037,13132,13696
cmapss_fd003,proposed_lite,confidence,seed,3,0.9,0.9689690420560748,0.0006028181749679753,13271,13696
cmapss_fd003,proposed_lite,confidence,seed,3,0.95,0.9829147196261683,0.0027484771950675975,13462,13696
cmapss_fd003,proposed_lite,confidence,seed,3,1.0,1.0,0.01022196261682243,13696,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,0.5,0.7145882009345794,0.0,9787,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,0.55,0.7646758177570093,0.0,10473,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,0.6,0.8076810747663551,9.03995660820828e-05,11062,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,0.65,0.845356308411215,8.637070305752289e-05,11578,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,0.7,0.8785046728971962,8.311170212765957e-05,12032,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,0.75,0.9050817757009346,0.00016134236850596966,12396,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,0.8,0.927205023364486,0.00015749271596188677,12699,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,0.85,0.944947429906542,0.0003090712409210323,12942,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,0.9,0.9624707943925234,0.002048247610377788,13182,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,0.95,0.9799941588785047,0.006109372671732976,13422,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,4,1.0,1.0,0.012850467289719626,13696,13696
cmapss_fd003,proposed_lite,confidence,seed,4,0.5,0.7102073598130841,0.0,9727,13696
cmapss_fd003,proposed_lite,confidence,seed,4,0.55,0.7535046728971962,0.0,10320,13696
cmapss_fd003,proposed_lite,confidence,seed,4,0.6,0.8056366822429907,0.0,11034,13696
cmapss_fd003,proposed_lite,confidence,seed,4,0.65,0.849080023364486,8.599191675982457e-05,11629,13696
cmapss_fd003,proposed_lite,confidence,seed,4,0.7,0.881936331775701,8.278831029058697e-05,12079,13696
cmapss_fd003,proposed_lite,confidence,seed,4,0.75,0.9025262850467289,8.08996035919424e-05,12361,13696
cmapss_fd003,proposed_lite,confidence,seed,4,0.8,0.9242844626168224,0.00015799036258788213,12659,13696
cmapss_fd003,proposed_lite,confidence,seed,4,0.85,0.9434871495327103,0.00030954960532425323,12922,13696
cmapss_fd003,proposed_lite,confidence,seed,4,0.9,0.9614485981308412,0.0012910085054678008,13168,13696
cmapss_fd003,proposed_lite,confidence,seed,4,0.95,0.9805782710280374,0.005286671630677587,13430,13696
cmapss_fd003,proposed_lite,confidence,seed,4,1.0,1.0,0.012850467289719626,13696,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,0.5,0.7651139018691588,0.0006680026720106881,10479,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,0.55,0.795998831775701,0.000642084021280499,10902,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,0.6,0.8268107476635514,0.0006181561285764748,11324,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,0.65,0.8542640186915887,0.0005982905982905983,11700,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,0.7,0.8752190420560748,0.0006673896721448235,11987,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,0.75,0.898072429906542,0.0006504065040650406,12300,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,0.8,0.920268691588785,0.0007140590288797207,12604,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,0.85,0.9426109813084113,0.0010069713400464755,12910,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,0.9,0.9664135514018691,0.0018887881535207011,13236,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,0.95,0.9846670560747663,0.0064511345098620795,13486,13696
cmapss_fd003,proposed_lite,mc_dropout,seed,5,1.0,1.0,0.014529789719626169,13696,13696
cmapss_fd003,proposed_lite,confidence,seed,5,0.5,0.7636536214953271,0.0005736686107658476,10459,13696
cmapss_fd003,proposed_lite,confidence,seed,5,0.55,0.7954147196261683,0.0006425555351569671,10894,13696
cmapss_fd003,proposed_lite,confidence,seed,5,0.6,0.8279789719626168,0.0006172839506172839,11340,13696
cmapss_fd003,proposed_lite,confidence,seed,5,0.65,0.8526577102803738,0.0005994177085117315,11678,13696
cmapss_fd003,proposed_lite,confidence,seed,5,0.7,0.8787237149532711,0.0005816368923971749,12035,13696
cmapss_fd003,proposed_lite,confidence,seed,5,0.75,0.9025262850467289,0.0005662972251435968,12361,13696
cmapss_fd003,proposed_lite,confidence,seed,5,0.8,0.9207067757009346,0.0006344171292624901,12610,13696
cmapss_fd003,proposed_lite,confidence,seed,5,0.85,0.9410776869158879,0.0007758553805570642,12889,13696
cmapss_fd003,proposed_lite,confidence,seed,5,0.9,0.9638580607476636,0.0018937959245511704,13201,13696
cmapss_fd003,proposed_lite,confidence,seed,5,0.95,0.9836448598130841,0.005492874109263658,13472,13696
cmapss_fd003,proposed_lite,confidence,seed,5,1.0,1.0,0.014529789719626169,13696,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,0.5,0.7372955607476636,9.902951079421667e-05,10098,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,0.55,0.7867990654205608,9.279881217520415e-05,10776,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,0.6,0.8290741822429907,8.806693086745927e-05,11355,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,0.65,0.8630257009345794,8.460236886632826e-05,11820,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,0.7,0.8847838785046729,8.252186829509821e-05,12118,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,0.75,0.9015040887850467,0.00016198266785453957,12347,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,0.8,0.9188084112149533,0.00023839796567069293,12584,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,0.85,0.9369889018691588,0.0008571651211719785,12833,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,0.9,0.9610835280373832,0.002507027273417914,13163,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,0.95,0.9797751168224299,0.004545793278187644,13419,13696
cmapss_fd003,proposed_lite,seed_ensemble,ensemble,0,1.0,1.0,0.010441004672897197,13696,13696
xjtu,full,mc_dropout,seed,1,0.5,0.39,0.38782051282051283,312,800
xjtu,full,mc_dropout,seed,1,0.55,0.44375,0.38309859154929576,355,800
xjtu,full,mc_dropout,seed,1,0.6,0.50625,0.37037037037037035,405,800
xjtu,full,mc_dropout,seed,1,0.65,0.56875,0.35384615384615387,455,800
xjtu,full,mc_dropout,seed,1,0.7,0.6125,0.35306122448979593,490,800
xjtu,full,mc_dropout,seed,1,0.75,0.66875,0.3401869158878505,535,800
xjtu,full,mc_dropout,seed,1,0.8,0.73125,0.3264957264957265,585,800
xjtu,full,mc_dropout,seed,1,0.85,0.79,0.3322784810126582,632,800
xjtu,full,mc_dropout,seed,1,0.9,0.865,0.3208092485549133,692,800
xjtu,full,mc_dropout,seed,1,0.95,0.91125,0.31550068587105623,729,800
xjtu,full,mc_dropout,seed,1,1.0,1.0,0.3025,800,800
xjtu,full,confidence,seed,1,0.5,0.64375,0.3864077669902913,515,800
xjtu,full,confidence,seed,1,0.55,0.69125,0.3707052441229656,553,800
xjtu,full,confidence,seed,1,0.6,0.7425,0.35858585858585856,594,800
xjtu,full,confidence,seed,1,0.65,0.82625,0.34190620272314676,661,800
xjtu,full,confidence,seed,1,0.7,0.975,0.2948717948717949,780,800
xjtu,full,confidence,seed,1,0.75,0.9775,0.29539641943734013,782,800
xjtu,full,confidence,seed,1,0.8,0.9775,0.29539641943734013,782,800
xjtu,full,confidence,seed,1,0.85,0.98,0.29591836734693877,784,800
xjtu,full,confidence,seed,1,0.9,0.98375,0.29733163913595934,787,800
xjtu,full,confidence,seed,1,0.95,0.99,0.29924242424242425,792,800
xjtu,full,confidence,seed,1,1.0,1.0,0.3025,800,800
xjtu,full,mc_dropout,seed,2,0.5,0.41125,0.3981762917933131,329,800
xjtu,full,mc_dropout,seed,2,0.55,0.45375,0.3884297520661157,363,800
xjtu,full,mc_dropout,seed,2,0.6,0.49875,0.37343358395989973,399,800
xjtu,full,mc_dropout,seed,2,0.65,0.56125,0.35412026726057905,449,800
xjtu,full,mc_dropout,seed,2,0.7,0.62125,0.3440643863179074,497,800
xjtu,full,mc_dropout,seed,2,0.75,0.6725,0.34014869888475835,538,800
xjtu,full,mc_dropout,seed,2,0.8,0.72875,0.3241852487135506,583,800
xjtu,full,mc_dropout,seed,2,0.85,0.78625,0.32114467408585057,629,800
xjtu,full,mc_dropout,seed,2,0.9,0.855,0.3084795321637427,684,800
xjtu,full,mc_dropout,seed,2,0.95,0.91875,0.2925170068027211,735,800
xjtu,full,mc_dropout,seed,2,1.0,1.0,0.2825,800,800
xjtu,full,confidence,seed,2,0.5,0.9625,0.274025974025974,770,800
xjtu,full,confidence,seed,2,0.55,0.97875,0.27458492975734355,783,800
xjtu,full,confidence,seed,2,0.6,0.98625,0.2788339670468948,789,800
xjtu,full,confidence,seed,2,0.65,0.9875,0.27974683544303797,790,800
xjtu,full,confidence,seed,2,0.7,0.98875,0.2806573957016435,791,800
xjtu,full,confidence,seed,2,0.75,0.98875,0.2806573957016435,791,800
xjtu,full,confidence,seed,2,0.8,0.99125,0.2812105926860025,793,800
xjtu,full,confidence,seed,2,0.85,0.99625,0.2823086574654956,797,800
xjtu,full,confidence,seed,2,0.9,0.99875,0.2828535669586984,799,800
xjtu,full,confidence,seed,2,0.95,0.99875,0.2828535669586984,799,800
xjtu,full,confidence,seed,2,1.0,1.0,0.2825,800,800
xjtu,full,mc_dropout,seed,3,0.5,0.4725,0.3783068783068783,378,800
xjtu,full,mc_dropout,seed,3,0.55,0.49875,0.37343358395989973,399,800
xjtu,full,mc_dropout,seed,3,0.6,0.5375,0.3627906976744186,430,800
xjtu,full,mc_dropout,seed,3,0.65,0.57125,0.35667396061269147,457,800
xjtu,full,mc_dropout,seed,3,0.7,0.62,0.3528225806451613,496,800
xjtu,full,mc_dropout,seed,3,0.75,0.66625,0.34709193245778613,533,800
xjtu,full,mc_dropout,seed,3,0.8,0.705,0.34929078014184395,564,800
xjtu,full,mc_dropout,seed,3,0.85,0.74125,0.33558178752107926,593,800
xjtu,full,mc_dropout,seed,3,0.9,0.79875,0.3286384976525822,639,800
xjtu,full,mc_dropout,seed,3,0.95,0.8675,0.30979827089337175,694,800
xjtu,full,mc_dropout,seed,3,1.0,1.0,0.28375,800,800
xjtu,full,confidence,seed,3,0.5,0.78875,0.3232963549920761,631,800
xjtu,full,confidence,seed,3,0.55,0.805,0.3245341614906832,644,800
xjtu,full,confidence,seed,3,0.6,0.81625,0.3215926493108729,653,800
xjtu,full,confidence,seed,3,0.65,0.84375,0.31407407407407406,675,800
xjtu,full,confidence,seed,3,0.7,0.865,0.3106936416184971,692,800
xjtu,full,confidence,seed,3,0.75,0.89,0.30196629213483145,712,800
xjtu,full,confidence,seed,3,0.8,0.91375,0.2982216142270862,731,800
xjtu,full,confidence,seed,3,0.85,0.935,0.2927807486631016,748,800
xjtu,full,confidence,seed,3,0.9,0.95875,0.288135593220339,767,800
xjtu,full,confidence,seed,3,0.95,0.97875,0.2848020434227331,783,800
xjtu,full,confidence,seed,3,1.0,1.0,0.28375,800,800
xjtu,full,mc_dropout,seed,4,0.5,0.735,0.1717687074829932,588,800
xjtu,full,mc_dropout,seed,4,0.55,0.7925,0.20977917981072555,634,800
