dataset,model,miss_cost,fp_cost,explain_cost,missed,false_alarms,detected,total_cost
cmapss_fd001,matched_tcn,500,0.5,5.0,2,2,23,1001.0
cmapss_fd001,full_mc,500,0.5,0.0,1,2,24,501.0
cmapss_fd001,full_mc,500,0.5,0.25,1,2,24,507.5
cmapss_fd001,full_mc,500,0.5,0.5,1,2,24,514.0
cmapss_fd001,full_mc,500,0.5,1.0,1,2,24,527.0
cmapss_fd001,full_mc,500,0.5,2.0,1,2,24,553.0
cmapss_fd001,full_mc,500,0.5,5.0,1,2,24,631.0
cmapss_fd001,lite_mc,500,0.5,0.0,4,2,21,2001.0
cmapss_fd001,lite_mc,500,0.5,0.25,4,2,21,2006.75
cmapss_fd001,lite_mc,500,0.5,0.5,4,2,21,2012.5
cmapss_fd001,lite_mc,500,0.5,1.0,4,2,21,2024.0
cmapss_fd001,lite_mc,500,0.5,2.0,4,2,21,2047.0
cmapss_fd001,lite_mc,500,0.5,5.0,4,2,21,2116.0
cmapss_fd001,lite_no_attn_mc,500,0.5,0.0,1,3,24,501.5
cmapss_fd001,lite_no_attn_mc,500,0.5,0.25,1,3,24,501.5
cmapss_fd001,lite_no_attn_mc,500,0.5,0.5,1,3,24,501.5
cmapss_fd001,lite_no_attn_mc,500,0.5,1.0,1,3,24,501.5
cmapss_fd001,lite_no_attn_mc,500,0.5,2.0,1,3,24,501.5
cmapss_fd001,lite_no_attn_mc,500,0.5,5.0,1,3,24,501.5
cmapss_fd001,lite_no_mc,500,0.5,0.0,4,2,21,2001.0
cmapss_fd001,lite_no_mc,500,0.5,0.25,4,2,21,2006.75
cmapss_fd001,lite_no_mc,500,0.5,0.5,4,2,21,2012.5
cmapss_fd001,lite_no_mc,500,0.5,1.0,4,2,21,2024.0
cmapss_fd001,lite_no_mc,500,0.5,2.0,4,2,21,2047.0
cmapss_fd001,lite_no_mc,500,0.5,5.0,4,2,21,2116.0
cmapss_fd001,matched_tcn,500,1.0,0.0,2,2,23,1002.0
cmapss_fd001,matched_tcn,500,1.0,0.25,2,2,23,1002.0
cmapss_fd001,matched_tcn,500,1.0,0.5,2,2,23,1002.0
cmapss_fd001,matched_tcn,500,1.0,1.0,2,2,23,1002.0
cmapss_fd001,matched_tcn,500,1.0,2.0,2,2,23,1002.0
cmapss_fd001,matched_tcn,500,1.0,5.0,2,2,23,1002.0
cmapss_fd001,full_mc,500,1.0,0.0,1,2,24,502.0
cmapss_fd001,full_mc,500,1.0,0.25,1,2,24,508.5
cmapss_fd001,full_mc,500,1.0,0.5,1,2,24,515.0
cmapss_fd001,full_mc,500,1.0,1.0,1,2,24,528.0
cmapss_fd001,full_mc,500,1.0,2.0,1,2,24,554.0
cmapss_fd001,full_mc,500,1.0,5.0,1,2,24,632.0
cmapss_fd001,lite_mc,500,1.0,0.0,4,2,21,2002.0
cmapss_fd001,lite_mc,500,1.0,0.25,4,2,21,2007.75
cmapss_fd001,lite_mc,500,1.0,0.5,4,2,21,2013.5
cmapss_fd001,lite_mc,500,1.0,1.0,4,2,21,2025.0
cmapss_fd001,lite_mc,500,1.0,2.0,4,2,21,2048.0
cmapss_fd001,lite_mc,500,1.0,5.0,4,2,21,2117.0
cmapss_fd001,lite_no_attn_mc,500,1.0,0.0,1,3,24,503.0
cmapss_fd001,lite_no_attn_mc,500,1.0,0.25,1,3,24,503.0
cmapss_fd001,lite_no_attn_mc,500,1.0,0.5,1,3,24,503.0
cmapss_fd001,lite_no_attn_mc,500,1.0,1.0,1,3,24,503.0
cmapss_fd001,lite_no_attn_mc,500,1.0,2.0,1,3,24,503.0
cmapss_fd001,lite_no_attn_mc,500,1.0,5.0,1,3,24,503.0
cmapss_fd001,lite_no_mc,500,1.0,0.0,4,2,21,2002.0
cmapss_fd001,lite_no_mc,500,1.0,0.25,4,2,21,2007.75
cmapss_fd001,lite_no_mc,500,1.0,0.5,4,2,21,2013.5
cmapss_fd001,lite_no_mc,500,1.0,1.0,4,2,21,2025.0
cmapss_fd001,lite_no_mc,500,1.0,2.0,4,2,21,2048.0
cmapss_fd001,lite_no_mc,500,1.0,5.0,4,2,21,2117.0
cmapss_fd001,matched_tcn,500,2.0,0.0,2,2,23,1004.0
cmapss_fd001,matched_tcn,500,2.0,0.25,2,2,23,1004.0
cmapss_fd001,matched_tcn,500,2.0,0.5,2,2,23,1004.0
cmapss_fd001,matched_tcn,500,2.0,1.0,2,2,23,1004.0
cmapss_fd001,matched_tcn,500,2.0,2.0,2,2,23,1004.0
cmapss_fd001,matched_tcn,500,2.0,5.0,2,2,23,1004.0
cmapss_fd001,full_mc,500,2.0,0.0,1,2,24,504.0
cmapss_fd001,full_mc,500,2.0,0.25,1,2,24,510.5
cmapss_fd001,full_mc,500,2.0,0.5,1,2,24,517.0
cmapss_fd001,full_mc,500,2.0,1.0,1,2,24,530.0
cmapss_fd001,full_mc,500,2.0,2.0,1,2,24,556.0
cmapss_fd001,full_mc,500,2.0,5.0,1,2,24,634.0
cmapss_fd001,lite_mc,500,2.0,0.0,4,2,21,2004.0
cmapss_fd001,lite_mc,500,2.0,0.25,4,2,21,2009.75
cmapss_fd001,lite_mc,500,2.0,0.5,4,2,21,2015.5
cmapss_fd001,lite_mc,500,2.0,1.0,4,2,21,2027.0
cmapss_fd001,lite_mc,500,2.0,2.0,4,2,21,2050.0
cmapss_fd001,lite_mc,500,2.0,5.0,4,2,21,2119.0
cmapss_fd001,lite_no_attn_mc,500,2.0,0.0,1,3,24,506.0
cmapss_fd001,lite_no_attn_mc,500,2.0,0.25,1,3,24,506.0
cmapss_fd001,lite_no_attn_mc,500,2.0,0.5,1,3,24,506.0
cmapss_fd001,lite_no_attn_mc,500,2.0,1.0,1,3,24,506.0
cmapss_fd001,lite_no_attn_mc,500,2.0,2.0,1,3,24,506.0
cmapss_fd001,lite_no_attn_mc,500,2.0,5.0,1,3,24,506.0
cmapss_fd001,lite_no_mc,500,2.0,0.0,4,2,21,2004.0
cmapss_fd001,lite_no_mc,500,2.0,0.25,4,2,21,2009.75
cmapss_fd001,lite_no_mc,500,2.0,0.5,4,2,21,2015.5
cmapss_fd001,lite_no_mc,500,2.0,1.0,4,2,21,2027.0
cmapss_fd001,lite_no_mc,500,2.0,2.0,4,2,21,2050.0
cmapss_fd001,lite_no_mc,500,2.0,5.0,4,2,21,2119.0
cmapss_fd001,matched_tcn,500,5.0,0.0,2,2,23,1010.0
cmapss_fd001,matched_tcn,500,5.0,0.25,2,2,23,1010.0
cmapss_fd001,matched_tcn,500,5.0,0.5,2,2,23,1010.0
cmapss_fd001,matched_tcn,500,5.0,1.0,2,2,23,1010.0
cmapss_fd001,matched_tcn,500,5.0,2.0,2,2,23,1010.0
cmapss_fd001,matched_tcn,500,5.0,5.0,2,2,23,1010.0
cmapss_fd001,full_mc,500,5.0,0.0,1,2,24,510.0
cmapss_fd001,full_mc,500,5.0,0.25,1,2,24,516.5
cmapss_fd001,full_mc,500,5.0,0.5,1,2,24,523.0
cmapss_fd001,full_mc,500,5.0,1.0,1,2,24,536.0
cmapss_fd001,full_mc,500,5.0,2.0,1,2,24,562.0
cmapss_fd001,full_mc,500,5.0,5.0,1,2,24,640.0
cmapss_fd001,lite_mc,500,5.0,0.0,4,2,21,2010.0
cmapss_fd001,lite_mc,500,5.0,0.25,4,2,21,2015.75
cmapss_fd001,lite_mc,500,5.0,0.5,4,2,21,2021.5
cmapss_fd001,lite_mc,500,5.0,1.0,4,2,21,2033.0
cmapss_fd001,lite_mc,500,5.0,2.0,4,2,21,2056.0
cmapss_fd001,lite_mc,500,5.0,5.0,4,2,21,2125.0
cmapss_fd001,lite_no_attn_mc,500,5.0,0.0,1,3,24,515.0
cmapss_fd001,lite_no_attn_mc,500,5.0,0.25,1,3,24,515.0
cmapss_fd001,lite_no_attn_mc,500,5.0,0.5,1,3,24,515.0
cmapss_fd001,lite_no_attn_mc,500,5.0,1.0,1,3,24,515.0
cmapss_fd001,lite_no_attn_mc,500,5.0,2.0,1,3,24,515.0
cmapss_fd001,lite_no_attn_mc,500,5.0,5.0,1,3,24,515.0
cmapss_fd001,lite_no_mc,500,5.0,0.0,4,2,21,2010.0
cmapss_fd001,lite_no_mc,500,5.0,0.25,4,2,21,2015.75
cmapss_fd001,lite_no_mc,500,5.0,0.5,4,2,21,2021.5
cmapss_fd001,lite_no_mc,500,5.0,1.0,4,2,21,2033.0
cmapss_fd001,lite_no_mc,500,5.0,2.0,4,2,21,2056.0
cmapss_fd001,lite_no_mc,500,5.0,5.0,4,2,21,2125.0
cmapss_fd001,matched_tcn,1000,0.5,0.0,2,2,23,2001.0
cmapss_fd001,matched_tcn,1000,0.5,0.25,2,2,23,2001.0
cmapss_fd001,matched_tcn,1000,0.5,0.5,2,2,23,2001.0
cmapss_fd001,matched_tcn,1000,0.5,1.0,2,2,23,2001.0
cmapss_fd001,matched_tcn,1000,0.5,2.0,2,2,23,2001.0
cmapss_fd001,matched_tcn,1000,0.5,5.0,2,2,23,2001.0
cmapss_fd001,full_mc,1000,0.5,0.0,1,2,24,1001.0
cmapss_fd001,full_mc,1000,0.5,0.25,1,2,24,1007.5
cmapss_fd001,full_mc,1000,0.5,0.5,1,2,24,1014.0
cmapss_fd001,full_mc,1000,0.5,1.0,1,2,24,1027.0
cmapss_fd001,full_mc,1000,0.5,2.0,1,2,24,1053.0
cmapss_fd001,full_mc,1000,0.5,5.0,1,2,24,1131.0
cmapss_fd001,lite_mc,1000,0.5,0.0,4,2,21,4001.0
cmapss_fd001,lite_mc,1000,0.5,0.25,4,2,21,4006.75
cmapss_fd001,lite_mc,1000,0.5,0.5,4,2,21,4012.5
cmapss_fd001,lite_mc,1000,0.5,1.0,4,2,21,4024.0
cmapss_fd001,lite_mc,1000,0.5,2.0,4,2,21,4047.0
cmapss_fd001,lite_mc,1000,0.5,5.0,4,2,21,4116.0
cmapss_fd001,lite_no_attn_mc,1000,0.5,0.0,1,3,24,1001.5
cmapss_fd001,lite_no_attn_mc,1000,0.5,0.25,1,3,24,1001.5
cmapss_fd001,lite_no_attn_mc,1000,0.5,0.5,1,3,24,1001.5
cmapss_fd001,lite_no_attn_mc,1000,0.5,1.0,1,3,24,1001.5
cmapss_fd001,lite_no_attn_mc,1000,0.5,2.0,1,3,24,1001.5
cmapss_fd001,lite_no_attn_mc,1000,0.5,5.0,1,3,24,1001.5
cmapss_fd001,lite_no_mc,1000,0.5,0.0,4,2,21,4001.0
cmapss_fd001,lite_no_mc,1000,0.5,0.25,4,2,21,4006.75
cmapss_fd001,lite_no_mc,1000,0.5,0.5,4,2,21,4012.5
cmapss_fd001,lite_no_mc,1000,0.5,1.0,4,2,21,4024.0
cmapss_fd001,lite_no_mc,1000,0.5,2.0,4,2,21,4047.0
cmapss_fd001,lite_no_mc,1000,0.5,5.0,4,2,21,4116.0
cmapss_fd001,matched_tcn,1000,1.0,0.0,2,2,23,2002.0
cmapss_fd001,matched_tcn,1000,1.0,0.25,2,2,23,2002.0
cmapss_fd001,matched_tcn,1000,1.0,0.5,2,2,23,2002.0
cmapss_fd001,matched_tcn,1000,1.0,1.0,2,2,23,2002.0
cmapss_fd001,matched_tcn,1000,1.0,2.0,2,2,23,2002.0
cmapss_fd001,matched_tcn,1000,1.0,5.0,2,2,23,2002.0
cmapss_fd001,full_mc,1000,1.0,0.0,1,2,24,1002.0
cmapss_fd001,full_mc,1000,1.0,0.25,1,2,24,1008.5
cmapss_fd001,full_mc,1000,1.0,0.5,1,2,24,1015.0
cmapss_fd001,full_mc,1000,1.0,1.0,1,2,24,1028.0
cmapss_fd001,full_mc,1000,1.0,2.0,1,2,24,1054.0
cmapss_fd001,full_mc,1000,1.0,5.0,1,2,24,1132.0
cmapss_fd001,lite_mc,1000,1.0,0.0,4,2,21,4002.0
cmapss_fd001,lite_mc,1000,1.0,0.25,4,2,21,4007.75
cmapss_fd001,lite_mc,1000,1.0,0.5,4,2,21,4013.5
cmapss_fd001,lite_mc,1000,1.0,1.0,4,2,21,4025.0
cmapss_fd001,lite_mc,1000,1.0,2.0,4,2,21,4048.0
cmapss_fd001,lite_mc,1000,1.0,5.0,4,2,21,4117.0
cmapss_fd001,lite_no_attn_mc,1000,1.0,0.0,1,3,24,1003.0
cmapss_fd001,lite_no_attn_mc,1000,1.0,0.25,1,3,24,1003.0
cmapss_fd001,lite_no_attn_mc,1000,1.0,0.5,1,3,24,1003.0
cmapss_fd001,lite_no_attn_mc,1000,1.0,1.0,1,3,24,1003.0
cmapss_fd001,lite_no_attn_mc,1000,1.0,2.0,1,3,24,1003.0
cmapss_fd001,lite_no_attn_mc,1000,1.0,5.0,1,3,24,1003.0
cmapss_fd001,lite_no_mc,1000,1.0,0.0,4,2,21,4002.0
cmapss_fd001,lite_no_mc,1000,1.0,0.25,4,2,21,4007.75
cmapss_fd001,lite_no_mc,1000,1.0,0.5,4,2,21,4013.5
cmapss_fd001,lite_no_mc,1000,1.0,1.0,4,2,21,4025.0
cmapss_fd001,lite_no_mc,1000,1.0,2.0,4,2,21,4048.0
cmapss_fd001,lite_no_mc,1000,1.0,5.0,4,2,21,4117.0
cmapss_fd001,matched_tcn,1000,2.0,0.0,2,2,23,2004.0
cmapss_fd001,matched_tcn,1000,2.0,0.25,2,2,23,2004.0
cmapss_fd001,matched_tcn,1000,2.0,0.5,2,2,23,2004.0
cmapss_fd001,matched_tcn,1000,2.0,1.0,2,2,23,2004.0
cmapss_fd001,matched_tcn,1000,2.0,2.0,2,2,23,2004.0
cmapss_fd001,matched_tcn,1000,2.0,5.0,2,2,23,2004.0
cmapss_fd001,full_mc,1000,2.0,0.0,1,2,24,1004.0
cmapss_fd001,full_mc,1000,2.0,0.25,1,2,24,1010.5
cmapss_fd001,full_mc,1000,2.0,0.5,1,2,24,1017.0
cmapss_fd001,full_mc,1000,2.0,1.0,1,2,24,1030.0
cmapss_fd001,full_mc,1000,2.0,2.0,1,2,24,1056.0
cmapss_fd001,full_mc,1000,2.0,5.0,1,2,24,1134.0
cmapss_fd001,lite_mc,1000,2.0,0.0,4,2,21,4004.0
cmapss_fd001,lite_mc,1000,2.0,0.25,4,2,21,4009.75
cmapss_fd001,lite_mc,1000,2.0,0.5,4,2,21,4015.5
cmapss_fd001,lite_mc,1000,2.0,1.0,4,2,21,4027.0
cmapss_fd001,lite_mc,1000,2.0,2.0,4,2,21,4050.0
cmapss_fd001,lite_mc,1000,2.0,5.0,4,2,21,4119.0
cmapss_fd001,lite_no_attn_mc,1000,2.0,0.0,1,3,24,1006.0
cmapss_fd001,lite_no_attn_mc,1000,2.0,0.25,1,3,24,1006.0
cmapss_fd001,lite_no_attn_mc,1000,2.0,0.5,1,3,24,1006.0
cmapss_fd001,lite_no_attn_mc,1000,2.0,1.0,1,3,24,1006.0
cmapss_fd001,lite_no_attn_mc,1000,2.0,2.0,1,3,24,1006.0
cmapss_fd001,lite_no_attn_mc,1000,2.0,5.0,1,3,24,1006.0
cmapss_fd001,lite_no_mc,1000,2.0,0.0,4,2,21,4004.0
cmapss_fd001,lite_no_mc,1000,2.0,0.25,4,2,21,4009.75
cmapss_fd001,lite_no_mc,1000,2.0,0.5,4,2,21,4015.5
cmapss_fd001,lite_no_mc,1000,2.0,1.0,4,2,21,4027.0
cmapss_fd001,lite_no_mc,1000,2.0,2.0,4,2,21,4050.0
cmapss_fd001,lite_no_mc,1000,2.0,5.0,4,2,21,4119.0
cmapss_fd001,matched_tcn,1000,5.0,0.0,2,2,23,2010.0
cmapss_fd001,matched_tcn,1000,5.0,0.25,2,2,23,2010.0
cmapss_fd001,matched_tcn,1000,5.0,0.5,2,2,23,2010.0
cmapss_fd001,matched_tcn,1000,5.0,1.0,2,2,23,2010.0
cmapss_fd001,matched_tcn,1000,5.0,2.0,2,2,23,2010.0
cmapss_fd001,matched_tcn,1000,5.0,5.0,2,2,23,2010.0
cmapss_fd001,full_mc,1000,5.0,0.0,1,2,24,1010.0
cmapss_fd001,full_mc,1000,5.0,0.25,1,2,24,1016.5
cmapss_fd001,full_mc,1000,5.0,0.5,1,2,24,1023.0
cmapss_fd001,full_mc,1000,5.0,1.0,1,2,24,1036.0
cmapss_fd001,full_mc,1000,5.0,2.0,1,2,24,1062.0
cmapss_fd001,full_mc,1000,5.0,5.0,1,2,24,1140.0
cmapss_fd001,lite_mc,1000,5.0,0.0,4,2,21,4010.0
cmapss_fd001,lite_mc,1000,5.0,0.25,4,2,21,4015.75
cmapss_fd001,lite_mc,1000,5.0,0.5,4,2,21,4021.5
cmapss_fd001,lite_mc,1000,5.0,1.0,4,2,21,4033.0
cmapss_fd001,lite_mc,1000,5.0,2.0,4,2,21,4056.0
cmapss_fd001,lite_mc,1000,5.0,5.0,4,2,21,4125.0
cmapss_fd001,lite_no_attn_mc,1000,5.0,0.0,1,3,24,1015.0
cmapss_fd001,lite_no_attn_mc,1000,5.0,0.25,1,3,24,1015.0
cmapss_fd001,lite_no_attn_mc,1000,5.0,0.5,1,3,24,1015.0
cmapss_fd001,lite_no_attn_mc,1000,5.0,1.0,1,3,24,1015.0
cmapss_fd001,lite_no_attn_mc,1000,5.0,2.0,1,3,24,1015.0
cmapss_fd001,lite_no_attn_mc,1000,5.0,5.0,1,3,24,1015.0
cmapss_fd001,lite_no_mc,1000,5.0,0.0,4,2,21,4010.0
cmapss_fd001,lite_no_mc,1000,5.0,0.25,4,2,21,4015.75
cmapss_fd001,lite_no_mc,1000,5.0,0.5,4,2,21,4021.5
cmapss_fd001,lite_no_mc,1000,5.0,1.0,4,2,21,4033.0
cmapss_fd001,lite_no_mc,1000,5.0,2.0,4,2,21,4056.0
cmapss_fd001,lite_no_mc,1000,5.0,5.0,4,2,21,4125.0
cmapss_fd003,matched_tcn,10,0.5,0.0,0,2,20,1.0
cmapss_fd003,matched_tcn,10,0.5,0.25,0,2,20,1.0
cmapss_fd003,matched_tcn,10,0.5,0.5,0,2,20,1.0
cmapss_fd003,matched_tcn,10,0.5,1.0,0,2,20,1.0
cmapss_fd003,matched_tcn,10,0.5,2.0,0,2,20,1.0
cmapss_fd003,matched_tcn,10,0.5,5.0,0,2,20,1.0
cmapss_fd003,full_mc,10,0.5,0.0,0,5,20,2.5
cmapss_fd003,full_mc,10,0.5,0.25,0,5,20,8.75
cmapss_fd003,full_mc,10,0.5,0.5,0,5,20,15.0
cmapss_fd003,full_mc,10,0.5,1.0,0,5,20,27.5
cmapss_fd003,full_mc,10,0.5,2.0,0,5,20,52.5
cmapss_fd003,full_mc,10,0.5,5.0,0,5,20,127.5
cmapss_fd003,lite_mc,10,0.5,0.0,0,3,20,1.5
cmapss_fd003,lite_mc,10,0.5,0.25,0,3,20,7.25
cmapss_fd003,lite_mc,10,0.5,0.5,0,3,20,13.0
cmapss_fd003,lite_mc,10,0.5,1.0,0,3,20,24.5
cmapss_fd003,lite_mc,10,0.5,2.0,0,3,20,47.5
cmapss_fd003,lite_mc,10,0.5,5.0,0,3,20,116.5
cmapss_fd003,lite_no_attn_mc,10,0.5,0.0,0,2,20,1.0
cmapss_fd003,lite_no_attn_mc,10,0.5,0.25,0,2,20,1.0
cmapss_fd003,lite_no_attn_mc,10,0.5,0.5,0,2,20,1.0
cmapss_fd003,lite_no_attn_mc,10,0.5,1.0,0,2,20,1.0
cmapss_fd003,lite_no_attn_mc,10,0.5,2.0,0,2,20,1.0
cmapss_fd003,lite_no_attn_mc,10,0.5,5.0,0,2,20,1.0
cmapss_fd003,lite_no_mc,10,0.5,0.0,0,5,20,2.5
cmapss_fd003,lite_no_mc,10,0.5,0.25,0,5,20,8.75
cmapss_fd003,lite_no_mc,10,0.5,0.5,0,5,20,15.0
cmapss_fd003,lite_no_mc,10,0.5,1.0,0,5,20,27.5
cmapss_fd003,lite_no_mc,10,0.5,2.0,0,5,20,52.5
cmapss_fd003,lite_no_mc,10,0.5,5.0,0,5,20,127.5
cmapss_fd003,matched_tcn,10,1.0,0.0,0,2,20,2.0
cmapss_fd003,matched_tcn,10,1.0,0.25,0,2,20,2.0
cmapss_fd003,matched_tcn,10,1.0,0.5,0,2,20,2.0
cmapss_fd003,matched_tcn,10,1.0,1.0,0,2,20,2.0
cmapss_fd003,matched_tcn,10,1.0,2.0,0,2,20,2.0
cmapss_fd003,matched_tcn,10,1.0,5.0,0,2,20,2.0
cmapss_fd003,full_mc,10,1.0,0.0,0,5,20,5.0
cmapss_fd003,full_mc,10,1.0,0.25,0,5,20,11.25
cmapss_fd003,full_mc,10,1.0,0.5,0,5,20,17.5
cmapss_fd003,full_mc,10,1.0,1.0,0,5,20,30.0
cmapss_fd003,full_mc,10,1.0,2.0,0,5,20,55.0
cmapss_fd003,full_mc,10,1.0,5.0,0,5,20,130.0
cmapss_fd003,lite_mc,10,1.0,0.0,0,3,20,3.0
cmapss_fd003,lite_mc,10,1.0,0.25,0,3,20,8.75
cmapss_fd003,lite_mc,10,1.0,0.5,0,3,20,14.5
cmapss_fd003,lite_mc,10,1.0,1.0,0,3,20,26.0
cmapss_fd003,lite_mc,10,1.0,2.0,0,3,20,49.0
cmapss_fd003,lite_mc,10,1.0,5.0,0,3,20,118.0
cmapss_fd003,lite_no_attn_mc,10,1.0,0.0,0,2,20,2.0
cmapss_fd003,lite_no_attn_mc,10,1.0,0.25,0,2,20,2.0
cmapss_fd003,lite_no_attn_mc,10,1.0,0.5,0,2,20,2.0
cmapss_fd003,lite_no_attn_mc,10,1.0,1.0,0,2,20,2.0
cmapss_fd003,lite_no_attn_mc,10,1.0,2.0,0,2,20,2.0
cmapss_fd003,lite_no_attn_mc,10,1.0,5.0,0,2,20,2.0
cmapss_fd003,lite_no_mc,10,1.0,0.0,0,5,20,5.0
cmapss_fd003,lite_no_mc,10,1.0,0.25,0,5,20,11.25
cmapss_fd003,lite_no_mc,10,1.0,0.5,0,5,20,17.5
cmapss_fd003,lite_no_mc,10,1.0,1.0,0,5,20,30.0
cmapss_fd003,lite_no_mc,10,1.0,2.0,0,5,20,55.0
cmapss_fd003,lite_no_mc,10,1.0,5.0,0,5,20,130.0
cmapss_fd003,matched_tcn,10,2.0,0.0,0,2,20,4.0
cmapss_fd003,matched_tcn,10,2.0,0.25,0,2,20,4.0
cmapss_fd003,matched_tcn,10,2.0,0.5,0,2,20,4.0
cmapss_fd003,matched_tcn,10,2.0,1.0,0,2,20,4.0
cmapss_fd003,matched_tcn,10,2.0,2.0,0,2,20,4.0
cmapss_fd003,matched_tcn,10,2.0,5.0,0,2,20,4.0
cmapss_fd003,full_mc,10,2.0,0.0,0,5,20,10.0
cmapss_fd003,full_mc,10,2.0,0.25,0,5,20,16.25
cmapss_fd003,full_mc,10,2.0,0.5,0,5,20,22.5
cmapss_fd003,full_mc,10,2.0,1.0,0,5,20,35.0
cmapss_fd003,full_mc,10,2.0,2.0,0,5,20,60.0
cmapss_fd003,full_mc,10,2.0,5.0,0,5,20,135.0
cmapss_fd003,lite_mc,10,2.0,0.0,0,3,20,6.0
cmapss_fd003,lite_mc,10,2.0,0.25,0,3,20,11.75
cmapss_fd003,lite_mc,10,2.0,0.5,0,3,20,17.5
cmapss_fd003,lite_mc,10,2.0,1.0,0,3,20,29.0
cmapss_fd003,lite_mc,10,2.0,2.0,0,3,20,52.0
cmapss_fd003,lite_mc,10,2.0,5.0,0,3,20,121.0
cmapss_fd003,lite_no_attn_mc,10,2.0,0.0,0,2,20,4.0
cmapss_fd003,lite_no_attn_mc,10,2.0,0.25,0,2,20,4.0
cmapss_fd003,lite_no_attn_mc,10,2.0,0.5,0,2,20,4.0
cmapss_fd003,lite_no_attn_mc,10,2.0,1.0,0,2,20,4.0
cmapss_fd003,lite_no_attn_mc,10,2.0,2.0,0,2,20,4.0
cmapss_fd003,lite_no_attn_mc,10,2.0,5.0,0,2,20,4.0
cmapss_fd003,lite_no_mc,10,2.0,0.0,0,5,20,10.0
cmapss_fd003,lite_no_mc,10,2.0,0.25,0,5,20,16.25
cmapss_fd003,lite_no_mc,10,2.0,0.5,0,5,20,22.5
cmapss_fd003,lite_no_mc,10,2.0,1.0,0,5,20,35.0
cmapss_fd003,lite_no_mc,10,2.0,2.0,0,5,20,60.0
cmapss_fd003,lite_no_mc,10,2.0,5.0,0,5,20,135.0
cmapss_fd003,matched_tcn,10,5.0,0.0,0,2,20,10.0
cmapss_fd003,matched_tcn,10,5.0,0.25,0,2,20,10.0
cmapss_fd003,matched_tcn,10,5.0,0.5,0,2,20,10.0
cmapss_fd003,matched_tcn,10,5.0,1.0,0,2,20,10.0
cmapss_fd003,matched_tcn,10,5.0,2.0,0,2,20,10.0
cmapss_fd003,matched_tcn,10,5.0,5.0,0,2,20,10.0
cmapss_fd003,full_mc,10,5.0,0.0,0,5,20,25.0
cmapss_fd003,full_mc,10,5.0,0.25,0,5,20,31.25
cmapss_fd003,full_mc,10,5.0,0.5,0,5,20,37.5
cmapss_fd003,full_mc,10,5.0,1.0,0,5,20,50.0
cmapss_fd003,full_mc,10,5.0,2.0,0,5,20,75.0
cmapss_fd003,full_mc,10,5.0,5.0,0,5,20,150.0
cmapss_fd003,lite_mc,10,5.0,0.0,0,3,20,15.0
cmapss_fd003,lite_mc,10,5.0,0.25,0,3,20,20.75
cmapss_fd003,lite_mc,10,5.0,0.5,0,3,20,26.5
cmapss_fd003,lite_mc,10,5.0,1.0,0,3,20,38.0
cmapss_fd003,lite_mc,10,5.0,2.0,0,3,20,61.0
cmapss_fd003,lite_mc,10,5.0,5.0,0,3,20,130.0
cmapss_fd003,lite_no_attn_mc,10,5.0,0.0,0,2,20,10.0
cmapss_fd003,lite_no_attn_mc,10,5.0,0.25,0,2,20,10.0
cmapss_fd003,lite_no_attn_mc,10,5.0,0.5,0,2,20,10.0
cmapss_fd003,lite_no_attn_mc,10,5.0,1.0,0,2,20,10.0
cmapss_fd003,lite_no_attn_mc,10,5.0,2.0,0,2,20,10.0
cmapss_fd003,lite_no_attn_mc,10,5.0,5.0,0,2,20,10.0
cmapss_fd003,lite_no_mc,10,5.0,0.0,0,5,20,25.0
cmapss_fd003,lite_no_mc,10,5.0,0.25,0,5,20,31.25
cmapss_fd003,lite_no_mc,10,5.0,0.5,0,5,20,37.5
cmapss_fd003,lite_no_mc,10,5.0,1.0,0,5,20,50.0
cmapss_fd003,lite_no_mc,10,5.0,2.0,0,5,20,75.0
cmapss_fd003,lite_no_mc,10,5.0,5.0,0,5,20,150.0
cmapss_fd003,matched_tcn,50,0.5,0.0,0,2,20,1.0
cmapss_fd003,matched_tcn,50,0.5,0.25,0,2,20,1.0
cmapss_fd003,matched_tcn,50,0.5,0.5,0,2,20,1.0
cmapss_fd003,matched_tcn,50,0.5,1.0,0,2,20,1.0
cmapss_fd003,matched_tcn,50,0.5,2.0,0,2,20,1.0
cmapss_fd003,matched_tcn,50,0.5,5.0,0,2,20,1.0
cmapss_fd003,full_mc,50,0.5,0.0,0,5,20,2.5
cmapss_fd003,full_mc,50,0.5,0.25,0,5,20,8.75
cmapss_fd003,full_mc,50,0.5,0.5,0,5,20,15.0
cmapss_fd003,full_mc,50,0.5,1.0,0,5,20,27.5
cmapss_fd003,full_mc,50,0.5,2.0,0,5,20,52.5
cmapss_fd003,full_mc,50,0.5,5.0,0,5,20,127.5
cmapss_fd003,lite_mc,50,0.5,0.0,0,3,20,1.5
cmapss_fd003,lite_mc,50,0.5,0.25,0,3,20,7.25
cmapss_fd003,lite_mc,50,0.5,0.5,0,3,20,13.0
cmapss_fd003,lite_mc,50,0.5,1.0,0,3,20,24.5
cmapss_fd003,lite_mc,50,0.5,2.0,0,3,20,47.5
cmapss_fd003,lite_mc,50,0.5,5.0,0,3,20,116.5
cmapss_fd003,lite_no_attn_mc,50,0.5,0.0,0,2,20,1.0
cmapss_fd003,lite_no_attn_mc,50,0.5,0.25,0,2,20,1.0
